"Occurrences","Lexeme","Part of speech","Gloss"
2,"theatrum","noun",""
1,"Theodas","proper_noun",""
2,"Theophilus","proper_noun",""
6,"thesaurizo","verb",""
16,"thesaurus","noun",""
5,"Thessalonica","proper_noun",""
3,"Thessalonicenses","noun",""
1,"Thessalonicensis","adjective",""
11,"Thomas","proper_noun",""
35,"thronus","noun",""
3,"Thyatira","proper_noun",""
1,"Thyatireni","noun",""
1,"thyinus","adjective",""
3,"Tiberias","proper_noun",""
1,"Tiberius","proper_noun",""
3,"tibia","noun",""
1,"tibicen","noun",""
1,"timefactus","adjective",""
88,"timeo","verb",""
1,"Timeus","proper_noun",""
3,"timidus","adjective",""
1,"Timon","proper_noun",""
41,"timor","noun",""
2,"timoratus","adjective",""
19,"Timotheus","proper_noun",""
3,"tinea","noun",""
1,"tinnio","verb",""
1,"Titius","proper_noun",""
3,"titulus","noun",""
13,"Titus","proper_noun",""
1,"tolerabiliter","adverb",""
1,"tolerantia","noun",""
73,"tollo","verb",""
4,"tondeo","verb",""
11,"tonitruum","noun",""
1,"topazius","noun",""
2,"torcular","noun",""
7,"tormentum","noun",""
6,"torqueo","verb",""
1,"torrens","noun",""
1,"tortor","noun",""
1,"tot","adverb",""
63,"totus","adjective",""
6,"trabs","noun",""
1,"Trachonitis","proper_noun",""
3,"tracto","verb",""
12,"traditio","noun",""
1,"traditor","noun",""
125,"trado","verb",""
2,"traduco","verb",""
14,"traho","verb",""
3,"tranquillitas","noun",""
22,"trans","preposition",""
1,"transcendo","verb",""
51,"transeo","verb",""
10,"transfero","verb",""
1,"transfigo","verb",""
6,"transfiguro","verb",""
1,"transformo","verb",""
5,"transfreto","verb",""
2,"transgredior","verb",""
1,"transgressio","noun",""
1,"transigo","verb",""
1,"transitus","noun",""
1,"transmeo","verb",""
4,"transmigratio","noun",""
1,"transnavigo","verb",""
1,"transplanto","verb",""
1,"transpono","verb",""
2,"trecenti","cardinal_numeral",""
2,"tremefacio","verb",""
2,"tremo","verb",""
5,"tremor","noun",""
51,"tres","cardinal_numeral",""
41,"tribulatio","noun",""
3,"tribulo","verb",""
1,"tribulus","noun",""
11,"tribunal","noun",""
21,"tribunus","noun",""
5,"tribuo","verb",""
29,"tribus","noun",""
7,"tributum","noun",""
1,"tricesimus","ordinal_numeral",""
8,"triduum","noun",""
1,"triennium","noun",""
10,"triginta","cardinal_numeral",""
8,"tristis","adjective",""
16,"tristitia","noun",""
12,"triticum","noun",""
2,"trituro","verb",""
2,"triumpho","verb",""
6,"Troas","proper_noun",""
3,"Trophimus","proper_noun",""
1,"Tryphaena","proper_noun",""
1,"Tryphosa","proper_noun",""
650,"tu","personal_pronoun",""
22,"tuba","noun",""
1,"tumor","noun",""
1,"tumultuor","verb",""
7,"tumultus","noun",""
153,"tunc","adverb",""
14,"tunica","noun",""
158,"turba","noun",""
2,"turbatio","noun",""
17,"turbo","verb",""
2,"turibulum","noun",""
1,"turpilucrus","adjective",""
5,"turpis","adjective",""
2,"turpitudo","noun",""
4,"turris","noun",""
1,"turtur","noun",""
2,"tus","noun",""
1,"tutor","noun",""
1,"tutus","adjective",""
1,"tuus","adjective",""
400,"tuus","possessive_pronoun",""
4,"Tychicus","proper_noun",""
1,"typhonicus","adjective",""
1,"Tyrannus","proper_noun",""
1,"Tyrii","noun",""
11,"Tyros","proper_noun",""
1,"uber","adjective",""
2,"uber","noun",""
33,"ubi","interrogative_adverb",""
81,"ubi","relative_adverb",""
5,"ubicumque","relative_adverb",""
7,"ubique","adverb",""
1,"ulciscor","verb",""
2,"ulcus","noun",""
11,"ullus","indefinite_pronoun",""
1,"ulna","noun",""
1,"ulterius","adverb",""
1,"ultimus","adjective",""
3,"ultio","noun",""
12,"ultra","adverb",""
3,"ultra","preposition",""
2,"ultro","adverb",""
1,"ululatus","noun",""
5,"umbra","noun",""
2,"umerus","noun",""
1,"umor","noun",""
7,"umquam","adverb",""
32,"unde","interrogative_adverb",""
6,"unde","relative_adverb",""
7,"undecim","cardinal_numeral",""
3,"undecimus","ordinal_numeral",""
2,"undique","adverb",""
15,"ung(u)o","verb",""
14,"unguentum","noun",""
5,"unianimis","adjective",""
6,"unianimiter","adverb",""
3,"unicus","adjective",""
4,"unigenitus","adjective",""
1,"unitas","noun",""
1,"universitas","noun",""
67,"universus","adjective",""
1,"unoculus","adjective",""
300,"unus","cardinal_numeral",""
56,"unusquisque","indefinite_pronoun",""
1,"Urbanus","proper_noun",""
2,"urbs","noun",""
2,"urceus","noun",""
1,"urgeo","verb",""
1,"Urias","proper_noun",""
2,"uro","verb",""
1,"ursus","noun",""
121,"usque","adverb",""
3,"usquequo","interrogative_adverb",""
2,"usura","noun",""
6,"usus","noun",""
3,"ut","interrogative_adverb",""
48,"ut","relative_adverb",""
854,"ut","subjunction",""
17,"ut I","adverb",""
19,"ut II","adverb",""
12,"uter","noun",""
9,"uterque","indefinite_pronoun",""
13,"uterus","noun",""
11,"utilis","adjective",""
3,"utilitas","noun",""
4,"utinam","adverb",""
21,"utique","adverb",""
8,"utor","verb",""
1,"utrum","adverb",""
3,"uva","noun",""
75,"uxor","noun",""
1,"va","interjection",""
3,"vaco","verb",""
1,"vacuum","noun",""
5,"vacuus","adjective",""
97,"vado","verb",""
46,"vae","interjection",""
1,"vagina","noun",""
16,"valde","adverb",""
1,"valedico","verb",""
4,"valefacio","verb",""
7,"valeo","verb",""
1,"valide","adverb",""
2,"validus","adjective",""
1,"valles","noun",""
1,"vallum","noun",""
1,"vaniloquus","adjective",""
2,"vanitas","noun",""
5,"vanus","adjective",""
1,"vapor","noun",""
3,"vapulo","verb",""
5,"varius","adjective",""
21,"vas","noun",""
22,"ve","conjunction",""
2,"vectigal","noun",""
1,"vehemens","adjective",""
7,"vehementer","adverb",""
30,"vel","conjunction",""
5,"velamen","noun",""
3,"vello","verb",""
9,"velo","verb",""
3,"velociter","adverb",""
1,"velox","adjective",""
3,"velum","noun",""
11,"velut","adverb",""
28,"vendo","verb",""
3,"veneficium","noun",""
2,"veneficus","adjective",""
1,"venenum","noun",""
4,"veneo","verb",""
702,"venio","verb",""
16,"venter","noun",""
2,"ventilabrum","noun",""
29,"ventus","noun",""
8,"verax","adjective",""
1,"verbero","verb",""
237,"verbum","noun",""
28,"vere","adverb",""
1,"verecundia","noun",""
4,"vereor","verb",""
71,"veritas","noun",""
4,"vermis","noun",""
137,"vero","adverb",""
1,"versutia","noun",""
2,"verto","verb",""
1,"verum","adverb",""
1,"verum","noun",""
23,"verumtamen","adverb",""
31,"verus","adjective",""
8,"vesper","noun",""
4,"vespera","noun",""
311,"vester","possessive_pronoun",""
2,"vestigium","noun",""
55,"vestimentum","noun",""
17,"vestio","verb",""
13,"vestis","noun",""
1,"vestitus","noun",""
1,"veteresco","verb",""
2,"veto","verb",""
17,"vetus","adjective",""
1,"vetustas","noun",""
11,"vexo","verb",""
87,"via","noun",""
1,"vicie(n)s","adverb",""
1,"vicina","noun",""
1,"vicinus","adjective",""
5,"vicinus","noun",""
2,"vicis","noun",""
2,"victima","noun",""
4,"victoria","noun",""
2,"victus","noun",""
9,"vicus","noun",""
636,"video","verb",""
17,"vidua","noun",""
7,"vigilia","noun",""
26,"vigilo","verb",""
5,"viginti","cardinal_numeral",""
4,"viginti quattuor","cardinal_numeral",""
1,"viginti quinque","cardinal_numeral",""
3,"vilicatio","noun",""
1,"vilico","verb",""
3,"vilicus","noun",""
11,"villa","noun",""
21,"vincio","verb",""
25,"vinco","verb",""
3,"vinctus","noun",""
16,"vinculum","noun",""
3,"vindemio","verb",""
2,"vindex","noun",""
5,"vindico","verb",""
5,"vindicta","noun",""
26,"vinea","noun",""
1,"vinolentus","adjective",""
32,"vinum","noun",""
1,"violentus","adjective",""
3,"violo","verb",""
5,"vipera","noun",""
193,"vir","noun",""
10,"virga","noun",""
1,"virginitas","noun",""
15,"virgo","noun",""
4,"viridis","adjective",""
1,"viriliter","adverb",""
106,"virtus","noun",""
1,"virus","noun",""
6,"vis","noun",""
9,"viscera","noun",""
1,"visibilis","adjective",""
13,"visio","noun",""
1,"visitatio","noun",""
8,"visito","verb",""
1,"viso","verb",""
2,"visum","noun",""
8,"visus","noun",""
108,"vita","noun",""
6,"vitis","noun",""
1,"vitium","noun",""
3,"vitreus","adjective",""
2,"vitrum","noun",""
5,"vitulus","noun",""
3,"vitupero","verb",""
12,"vivifico","verb",""
90,"vivo","verb",""
22,"vivus","adjective",""
6,"vix","adverb",""
8,"vocatio","noun",""
1,"vociferor","verb",""
167,"voco","verb",""
3,"volatile","noun",""
192,"volo I","verb",""
5,"volo II","verb",""
10,"volucris","noun",""
2,"voluntarius","adjective",""
59,"voluntas","noun",""
2,"voluptas","noun",""
1,"voluto","verb",""
1,"volvo","verb",""
1,"vorax","adjective",""
1353,"vos","personal_pronoun",""
3,"votum","noun",""
135,"vox","noun",""
1,"vulgus","noun",""
3,"vulnero","verb",""
3,"vulnus","noun",""
3,"vulpes","noun",""
3,"vultus","noun",""
2,"vulva","noun",""
3,"Zabulon","proper_noun",""
11,"Zaccharias","proper_noun",""
3,"Zaccheus","proper_noun",""
1,"Zara","proper_noun",""
12,"Zebedaeus","proper_noun",""
1,"zelo","verb",""
2,"Zelotes","proper_noun",""
4,"zelus","noun",""
1,"Zenas","proper_noun",""
8,"zizania","noun",""
1,"zmaragdus","noun",""
8,"zona","noun",""
3,"Zorobabel","proper_noun",""
