"Occurrences","Lexeme","Part of speech","Gloss"
3,"insero II","verb",""
7,"insidiae","noun",""
1,"insidiator","noun",""
3,"insidior","verb",""
1,"insigne","noun",""
1,"insignis","adjective",""
1,"insilio","verb",""
1,"insinuo","verb",""
12,"insipiens","adjective",""
4,"insipientia","noun",""
1,"insisto","verb",""
1,"inspiratio","noun",""
1,"inspiro","verb",""
1,"instabilis","adjective",""
3,"instantia","noun",""
2,"instauro","verb",""
1,"instita","noun",""
1,"instituo","verb",""
9,"insto","verb",""
4,"instruo","verb",""
1,"insufflo","verb",""
9,"insula","noun",""
1,"insulsus","adjective",""
1,"insuper","adverb",""
2,"insurgo","verb",""
2,"integer","adjective",""
6,"intellectus","noun",""
1,"intellegentia","noun",""
40,"intellego","verb",""
10,"intendo","verb",""
64,"inter","preposition",""
1,"interea","adverb",""
1,"intereo","verb",""
38,"interficio","verb",""
2,"interimo","verb",""
3,"interior","adjective",""
8,"interitus","noun",""
5,"intermissio","noun",""
3,"interpello","verb",""
1,"interpres","noun",""
2,"interpretatio","noun",""
16,"interpretor","verb",""
2,"interrogatio","noun",""
94,"interrogo","verb",""
1,"intersum","verb",""
1,"intervallum","noun",""
5,"intinguo","verb",""
17,"intra","preposition",""
1,"intrinsecus","adverb",""
4,"intro","adverb",""
98,"intro","verb",""
5,"introduco","verb",""
72,"introeo","verb",""
2,"introgredior","verb",""
2,"introitus","noun",""
15,"intueor","verb",""
16,"intus","adverb",""
1,"inundatio","noun",""
1,"inunguo","verb",""
5,"inutilis","adjective",""
2,"invado","verb",""
3,"invalesco","verb",""
167,"invenio","verb",""
1,"inventor","noun",""
2,"investigabilis","adjective",""
72,"invicem","adverb",""
1,"invideo","verb",""
6,"invidia","noun",""
3,"invisibilis","adjective",""
9,"invito","verb",""
1,"invitus","adjective",""
12,"invoco","verb",""
7,"involvo","verb",""
2,"Ioatham","proper_noun",""
1,"Ioda","proper_noun",""
4,"Iohanna","proper_noun",""
134,"Iohannes","proper_noun",""
1,"Iohel","proper_noun",""
1,"Iona","proper_noun",""
9,"Ionas","proper_noun",""
10,"Ioppe","proper_noun",""
2,"Ioram","proper_noun",""
15,"Iordanes","proper_noun",""
1,"Iorim","proper_noun",""
2,"Iosaphat","proper_noun",""
1,"Iosech","proper_noun",""
36,"Ioseph","proper_noun",""
2,"Iosias","proper_noun",""
1,"iota","noun",""
265,"ipse","demonstrative_pronoun",""
302,"ipse","personal_pronoun",""
40,"ira","noun",""
4,"iracundia","noun",""
1,"iracundus","adjective",""
9,"irascor","verb",""
2,"iris","noun",""
1,"irreprehensibilis","adjective",""
4,"irrideo","verb",""
1,"irrito","verb",""
3,"irritus","adjective",""
5,"irruo","verb",""
28,"is","demonstrative_pronoun",""
3120,"is","personal_pronoun",""
16,"Isaac","proper_noun",""
62,"Israel","proper_noun",""
9,"Israelitae","noun",""
3,"Israhel","proper_noun",""
1,"Issachar","proper_noun",""
125,"iste","demonstrative_pronoun",""
126,"ita","adverb",""
3,"Italia","proper_noun",""
1,"Italica","proper_noun",""
51,"itaque","adverb",""
11,"iter","noun",""
1,"iterato","adverb",""
110,"iterum","adverb",""
1,"Iturea","proper_noun",""
32,"iubeo","verb",""
1,"iucunditas","noun",""
1,"iucundo","verb",""
6,"Iuda","proper_noun",""
1,"Iudaea","noun",""
46,"Iudaea","proper_noun",""
174,"Iudaei","noun",""
12,"Iudaeus","adjective",""
1,"iudaice","adverb",""
1,"iudaicus","adjective",""
1,"iudaizo","verb",""
36,"Iudas","proper_noun",""
15,"iudex","noun",""
58,"iudicium","noun",""
102,"iudico","verb",""
6,"iugum","noun",""
1,"Iulia","proper_noun",""
2,"Iulius","proper_noun",""
3,"iumentum","noun",""
2,"iunctura","noun",""
5,"iungo","verb",""
1,"Iunius","adjective",""
3,"Iuppiter","proper_noun",""
4,"iuramentum","noun",""
21,"iuro","verb",""
3,"ius","noun",""
1,"iussus","noun",""
3,"iuste","adverb",""
7,"iustificatio","noun",""
32,"iustifico","verb",""
71,"iustitia","noun",""
62,"iustus","adjective",""
2,"Iustus","proper_noun",""
6,"iuvenis","adjective",""
3,"iuventus","noun",""
3,"iuxta","adverb",""
20,"iuxta","preposition",""
1,"justifico","verb",""
4,"labium","noun",""
13,"labor","noun",""
21,"laboro","verb",""
3,"lac","noun",""
8,"lacrima","noun",""
1,"lacrimor","verb",""
2,"lacto","verb",""
4,"lacus","noun",""
6,"laedo","verb",""
1,"laetifico","verb",""
1,"laetitia","noun",""
6,"laetor","verb",""
1,"lagona","noun",""
1,"lama","foreign_word",""
1,"Lamech","proper_noun",""
3,"lamento","verb",""
1,"lampada","noun",""
6,"lampas","noun",""
1,"lana","noun",""
1,"lancea","noun",""
1,"lanciarius","noun",""
2,"langueo","verb",""
1,"languesco","verb",""
3,"languidus","adjective",""
10,"languor","noun",""
1,"lanterna","noun",""
2,"Laodica","proper_noun",""
1,"Laodicea","proper_noun",""
3,"lapideus","adjective",""
15,"lapido","verb",""
58,"lapis","noun",""
4,"laqueus","noun",""
2,"lateo","verb",""
2,"Latine","adverb",""
1,"Latinus","adjective",""
4,"latitudo","noun",""
17,"latro","noun",""
1,"latus","adjective",""
5,"latus","noun",""
13,"laudo","verb",""
12,"laus","noun",""
2,"lavacrum","noun",""
26,"lavo","verb",""
3,"laxo","verb",""
15,"Lazarus","proper_noun",""
2,"lectio","noun",""
1,"lectulus","noun",""
11,"lectus","noun",""
4,"legatio","noun",""
1,"legio","noun",""
3,"Legio","proper_noun",""
1,"legislatio","noun",""
1,"legitimus","adjective",""
30,"lego","verb",""
1,"lema","foreign_word",""
1,"lenis","adjective",""
7,"leo","noun",""
4,"lepra","noun",""
9,"leprosus","adjective",""
6,"Levi","proper_noun",""
2,"levis","adjective",""
1,"levitas","noun",""
3,"Levites","noun",""
14,"levo","verb",""
186,"lex","noun",""
4,"libellus","noun",""
6,"libenter","adverb",""
17,"liber","adjective",""
44,"liber","noun",""
20,"libero","verb",""
7,"libertas","noun",""
1,"libertinus","adjective",""
1,"libertus","noun",""
2,"libra","noun",""
1,"licentia","noun",""
1,"licet","adverb",""
2,"licet","subjunction",""
32,"licet","verb",""
2,"lictor","noun",""
1,"ligneus","adjective",""
14,"lignum","noun",""
13,"ligo","verb",""
2,"lilium","noun",""
1,"lingo","verb",""
51,"lingua","noun",""
1,"lino","verb",""
4,"linteamen","noun",""
5,"linteum","noun",""
1,"linum","noun",""
1,"Linus","proper_noun",""
1,"Lithostrotus","proper_noun",""
1,"litigiosus","adjective",""
2,"litigo","verb",""
14,"littera","noun",""
6,"litus","noun",""
4,"loco","verb",""
3,"loculus","noun",""
1,"locuples","adjective",""
3,"locupleto","verb",""
94,"locus","noun",""
4,"locusta","noun",""
3,"longanimitas","noun",""
29,"longe","adverb",""
1,"longevus","adjective",""
2,"longinquus","adjective",""
3,"longitudo","noun",""
1,"longus","adjective",""
3,"loquela","noun",""
270,"loquor","verb",""
5,"lorica","noun",""
1,"lorum","noun",""
3,"Loth","proper_noun",""
2,"Lucas","proper_noun",""
9,"luceo","verb",""
13,"lucerna","noun",""
1,"lucesco","verb",""
5,"lucidus","adjective",""
2,"Lucius","proper_noun",""
8,"lucror","verb",""
9,"lucrum","noun",""
5,"luctus","noun",""
2,"ludo","verb",""
8,"lugeo","verb",""
6,"lumbus","noun",""
26,"lumen","noun",""
1,"luminarium","noun",""
9,"luna","noun",""
1,"lunaticus","adjective",""
6,"lupus","noun",""
1,"luscus","adjective",""
6,"lutum","noun",""
38,"lux","noun",""
4,"luxuria","noun",""
1,"luxuriose","adverb",""
1,"Lybia","proper_noun",""
1,"Lycaonia","proper_noun",""
1,"Lycaonice","adverb",""
1,"Lycia","proper_noun",""
3,"Lydda","proper_noun",""
2,"Lydia","proper_noun",""
1,"Lysanias","proper_noun",""
2,"Lysias","proper_noun",""
6,"Lystra","proper_noun",""
1,"Maath","proper_noun",""
4,"Macedo","noun",""
1,"Macedones","noun",""
21,"Macedonia","proper_noun",""
1,"macellum","noun",""
1,"maceria","noun",""
1,"macto","verb",""
3,"macula","noun",""
1,"maculo","verb",""
1,"Madiam","proper_noun",""
1,"maereo","verb",""
2,"maestus","adjective",""
12,"Magdalene","proper_noun",""
1,"Magedan","proper_noun",""
1,"magice","noun",""
77,"magis","adverb",""
52,"magister","noun",""
12,"magistratus","noun",""
1,"magnalia","noun",""
17,"magnifico","verb",""
3,"magnitudo","noun",""
247,"magnus","adjective",""
1,"Magog","proper_noun",""
7,"magus","noun",""
11,"maiestas","noun",""
1,"Malchus","proper_noun",""
18,"male","adverb",""
14,"maledico","verb",""
1,"maledictio","noun",""
2,"maledictum","noun",""
2,"maledicus","adjective",""
1,"malefactor","noun",""
1,"Malelehel","proper_noun",""
1,"malignitas","noun",""
4,"malignus","adjective",""
6,"malitia","noun",""
1,"malum","noun",""
101,"malus","adjective",""
1,"mamilla","noun",""
4,"mamona","noun",""
1,"Manaen","proper_noun",""
3,"Manasses","proper_noun",""
1,"mancipium","noun",""
40,"mandatum","noun",""
8,"mando","verb",""
142,"manduco","verb",""
12,"mane","adverb",""
1,"mane","noun",""
82,"maneo","verb",""
1,"manico","verb",""
2,"manifestatio","noun",""
4,"manifeste","adverb",""
32,"manifesto","verb",""
18,"manifestus","adjective",""
4,"manna","noun",""
2,"mansio","noun",""
4,"mansuetudo","noun",""
1,"mansuetus","adjective",""
6,"manufactus","adjective",""
166,"manus","noun",""
1,"maranatha","foreign_word",""
6,"Marcus","proper_noun",""
90,"mare","noun",""
8,"margarita","noun",""
55,"Maria","proper_noun",""
2,"maritimus","adjective",""
1,"marmor","noun",""
13,"Martha","proper_noun",""
1,"martyr","noun",""
1,"masculinus","adjective",""
9,"masculus","adjective",""
4,"massa","noun",""
82,"mater","noun",""
1,"Mathusala","proper_noun",""
2,"matrimonium","noun",""
2,"Matthan","proper_noun",""
2,"Matthat","proper_noun",""
1,"Matthata","proper_noun",""
2,"Matthathias","proper_noun",""
5,"Mattheus","proper_noun",""
2,"Matthiam","proper_noun",""
1,"mature","adverb",""
1,"maturus","adjective",""
2,"matutinus","adjective",""
2,"maxilla","noun",""
1,"Medi","noun",""
2,"mediator","noun",""
1,"medica","noun",""
5,"medicus","noun",""
1,"medio","verb",""
1,"meditor","verb",""
1,"medium","noun",""
64,"medius","adjective",""
5,"mel","noun",""
2,"Melchi","proper_noun",""
1,"Melchisedech","proper_noun",""
1,"Melea","proper_noun",""
1,"membrana","noun",""
34,"membrum","noun",""
3,"memini","verb",""
1,"meminisse","verb",""
6,"memor","adjective",""
12,"memoria","noun",""
2,"memoro","verb",""
8,"mendacium","noun",""
1,"mendax","adjective",""
10,"mendax","noun",""
4,"mendico","verb",""
3,"mendicus","adjective",""
1,"Menna","proper_noun",""
21,"mens","noun",""
14,"mensa","noun",""
18,"mensis","noun",""
14,"mensura","noun",""
2,"menta","noun",""
8,"mentior","verb",""
3,"mercator","noun",""
6,"mercennarius","noun",""
25,"merces","noun",""
1,"mercor","verb",""
1,"Mercurius","proper_noun",""
8,"meretrix","noun",""
3,"mergo","verb",""
1,"meridianus","adjective",""
1,"merum","noun",""
2,"merx","noun",""
2,"Mesopotamia","proper_noun",""
2,"Messias","proper_noun",""
13,"messis","noun",""
2,"messor","noun",""
59,"met","adverb",""
11,"metior","verb",""
18,"meto","verb",""
1,"metreta","noun",""
2,"metuo","verb",""
5,"metus","noun",""
526,"meus","possessive_pronoun",""
3,"mica","noun",""
2,"Michael","proper_noun",""
2,"migro","verb",""
26,"miles","noun",""
3,"Miletus","proper_noun",""
1,"Militene","proper_noun",""
3,"militia","noun",""
2,"milito","verb",""
50,"mille","cardinal_numeral",""
2,"mille ducenti sexaginta","cardinal_numeral",""
1,"mille sescenti","cardinal_numeral",""
9,"mina","noun",""
3,"minae","noun",""
45,"minister","noun",""
25,"ministerium","noun",""
5,"ministratio","noun",""
1,"ministrator","noun",""
34,"ministro","verb",""
1,"mino","verb",""
1,"minoro","verb",""
2,"minuo","verb",""
2,"minutum","noun",""
7,"mirabilis","adjective",""
40,"miror","verb",""
1,"mirus","adjective",""
7,"misceo","verb",""
1,"miser","adjective",""
2,"miserabilis","adjective",""
1,"miseratio","noun",""
30,"misereor","verb",""
31,"misericordia","noun",""
4,"misericors","adjective",""
2,"mitis","adjective",""
332,"mitto","verb",""
1,"mixtura","noun",""
1,"Mnason","proper_noun",""
3,"modestia","noun",""
1,"modestus","adjective",""
31,"modicus","adjective",""
3,"modius","noun",""
18,"modo","adverb",""
41,"modus","noun",""
12,"moechor","verb",""
4,"mola","noun",""
2,"molaris","adjective",""
5,"molestus","adjective",""
4,"mollis","adjective",""
2,"molo","verb",""
1,"Moloch","proper_noun",""
1,"momentaneus","adjective",""
4,"momentum","noun",""
4,"moneo","verb",""
58,"mons","noun",""
1,"monstro","verb",""
2,"montanus","adjective",""
46,"monumentum","noun",""
4,"mora","noun",""
1,"mordeo","verb",""
118,"morior","verb",""
7,"moror","verb",""
104,"mors","noun",""
1,"mortalia","noun",""
6,"mortalis","adjective",""
1,"mortiferus","adjective",""
1,"mortificatio","noun",""
4,"mortifico","verb",""
106,"mortuus","adjective",""
1,"morus","noun",""
6,"mos","noun",""
68,"Moses","proper_noun",""
2,"motus","noun",""
20,"moveo","verb",""
1,"mox","adverb",""
133,"mulier","noun",""
1,"multiformis","adjective",""
1,"multiloquium","noun",""
5,"multiplico","verb",""
30,"multitudo","noun",""
11,"multo","adverb",""
25,"multum","adverb",""
355,"multus","adjective",""
23,"mundo","verb",""
19,"mundus","adjective",""
143,"mundus","noun",""
1,"municeps","noun",""
1,"munio","verb",""
1,"munitio","noun",""
9,"munus","noun",""
2,"murmur","noun",""
1,"murmuratio","noun",""
10,"murmuro","verb",""
2,"murra","noun",""
1,"murratus","adjective",""
8,"murus","noun",""
1,"musicus","adjective",""
1,"mustum","noun",""
3,"muto","verb",""
1,"mutuor","verb",""
14,"mutus","adjective",""
2,"mutuus","adjective",""
2,"Mysia","proper_noun",""
16,"mysterium","noun",""
1,"Mytilene","proper_noun",""
3,"Naasson","proper_noun",""
1,"Nachor","proper_noun",""
1,"Naggae","proper_noun",""
1,"Naim","noun",""
102,"nam","adverb",""
1,"Narcissus","proper_noun",""
2,"nardus","noun",""
1,"narratio","noun",""
14,"narro","verb",""
40,"nascor","verb",""
2,"natalis","noun",""
2,"natatoria","noun",""
1,"Nathan","proper_noun",""
6,"Nathanahel","proper_noun",""
7,"natio","noun",""
2,"nativitas","noun",""
1,"nato","verb",""
2,"natu","adverb",""
8,"natura","noun",""
3,"naturalis","adjective",""
2,"naturaliter","adverb",""
1,"nauclerius","noun",""
1,"naufragium","noun",""
1,"Naum","proper_noun",""
2,"nauta","noun",""
17,"navicula","noun",""
3,"navigatio","noun",""
2,"navigium","noun",""
25,"navigo","verb",""
52,"navis","noun",""
17,"Nazarenus","noun",""
12,"Nazareth","proper_noun",""
1,"Nazareus","noun",""
322,"ne","adverb",""
1,"ne","interrogative_adverb",""
107,"ne","subjunction",""
1,"Neapolis","proper_noun",""
1,"necessario","adverb",""
14,"necessarius","adjective",""
10,"necesse","adverb",""
13,"necessitas","noun",""
1,"neglego","verb",""
30,"nego","verb",""
2,"negotiatio","noun",""
2,"negotiator","noun",""
2,"negotior","verb",""
5,"negotium","noun",""
1,"Neman","proper_noun",""
127,"nemo","indefinite_pronoun",""
2,"neo","verb",""
1,"neomenia","noun",""
3,"Nepthalim","proper_noun",""
14,"nequam","adjective",""
2,"nequando","subjunction",""
5,"nequaquam","adverb",""
37,"neque","adverb",""
3,"nequedum","adverb",""
7,"nequitia","noun",""
1,"Nereus","proper_noun",""
1,"Neri","proper_noun",""
74,"nescio","verb",""
1,"nex","noun",""
1,"nexus","noun",""
1,"Nicanor","proper_noun",""
5,"Nicodemus","proper_noun",""
2,"Nicolaitae","noun",""
1,"Nicolaus","proper_noun",""
1,"Nicopolis","proper_noun",""
2,"nidus","noun",""
3,"niger","adjective",""
1,"Niger","proper_noun",""
90,"nihil","indefinite_pronoun",""
3,"nihilum","noun",""
1,"nimbus","noun",""
2,"nimis","adverb",""
1,"nimius","adjective",""
3,"Ninevitae","noun",""
83,"nisi","adverb",""
37,"nisi","subjunction",""
4,"nix","noun",""
7,"nobilis","adjective",""
15,"noceo","verb",""
5,"Noe","proper_noun",""
142,"nolo","verb",""
214,"nomen","noun",""
1,"nominatim","adverb",""
6,"nomino","verb",""
1,"nomisma","noun",""
1697,"non","adverb",""
4,"nonaginta","cardinal_numeral",""
23,"nondum","adverb",""
57,"nonne","interrogative_adverb",""
10,"nonus","ordinal_numeral",""
462,"nos","personal_pronoun",""
51,"nosco","verb",""
265,"noster","possessive_pronoun",""
2,"notitia","noun",""
1,"noto","verb",""
30,"notus","adjective",""
1,"novellus","adjective",""
4,"novem","cardinal_numeral",""
6,"novissime","adverb",""
43,"novissimus","adjective",""
3,"novitas","noun",""
47,"novus","adjective",""
67,"nox","noun",""
25,"nubes","noun",""
16,"nubo","verb",""
3,"nuditas","noun",""
1,"nudius","adverb",""
1,"nudo","verb",""
14,"nudus","adjective",""
25,"nullus","indefinite_pronoun",""
2,"numero","verb",""
19,"numerus","noun",""
5,"nummularius","adjective",""
18,"numquam","adverb",""
70,"numquid","interrogative_adverb",""
130,"nunc","adverb",""
30,"nuntio","verb",""
2,"nuntius","noun",""
1,"nuper","adverb",""
16,"nuptiae","noun",""
2,"nuptialis","adjective",""
1,"nuptus","noun",""
3,"nurus","noun",""
9,"nutrio","verb",""
1,"nutrix","noun",""
16,"o","interjection",""
4,"ob","preposition",""
2,"obdormio","verb",""
3,"Obed","proper_noun",""
1,"obeo","verb",""
3,"obicio","verb",""
1,"obitus","noun",""
1,"obiurgatio","noun",""
5,"oblatio","noun",""
1,"obligatio","noun",""
1,"oblivio","noun",""
3,"obliviscor","verb",""
4,"obmutesco","verb",""
1,"obnoxius","adjective",""
6,"oboedientia","noun",""
25,"oboedio","verb",""
3,"oboeditio","noun",""
7,"obscuro","verb",""
7,"obsecratio","noun",""
21,"obsecro","verb",""
7,"obsequium","noun",""
2,"observatio","noun",""
9,"observo","verb",""
4,"obstipesco","verb",""
1,"obstruo","verb",""
1,"obstupesco","verb",""
1,"obtentus","noun",""
1,"obtineo","verb",""
1,"obtundo","verb",""
5,"obumbro","verb",""
6,"obviam","preposition",""
2,"obvio","verb",""
1,"obvius","adjective",""
1,"occaeco","verb",""
8,"occasio","noun",""
2,"occasus","noun",""
3,"occidens","noun",""
80,"occido I","verb",""
3,"occido II","verb",""
2,"occisio","noun",""
2,"occulte","adverb",""
1,"occulto","verb",""
11,"occultus","adjective",""
2,"occupo","verb",""
14,"occurro","verb",""
5,"octavus","ordinal_numeral",""
9,"octo","cardinal_numeral",""
1,"octoginta","cardinal_numeral",""
1,"octoginta quattuor","cardinal_numeral",""
97,"oculus","noun",""
21,"odi","verb",""
2,"odibilis","adjective",""
1,"odio","verb",""
12,"odium","noun",""
7,"odor","noun",""
2,"odoramentum","noun",""
1,"odoratus","noun",""
6,"offendiculum","noun",""
8,"offendo","verb",""
1,"offensa","noun",""
4,"offensio","noun",""
30,"offero","verb",""
2,"officium","noun",""
1,"offoco","verb",""
2,"oleaster","noun",""
10,"oleum","noun",""
4,"olim","adverb",""
8,"oliva","noun",""
7,"olivetum","noun",""
1,"Olivetum","proper_noun",""
1,"Olympias","proper_noun",""
3,"omega","noun",""
2,"omitto","verb",""
6,"omnino","adverb",""
10,"omnipotens","adjective",""
26,"omnis","adjective",""
1039,"omnis","indefinite_pronoun",""
3,"onero","verb",""
1,"onerosus","adjective",""
1,"Onesiforus","proper_noun",""
1,"Onesimus","proper_noun",""
10,"onus","noun",""
5,"opera","noun",""
12,"operarius","noun",""
9,"operatio","noun",""
8,"operio","verb",""
63,"operor","verb",""
2,"opertus","adjective",""
1,"opifex","noun",""
3,"opinio","noun",""
1,"opitulatio","noun",""
92,"oportet","verb",""
2,"opportune","adverb",""
2,"opportunitas","noun",""
2,"opportunus","adjective",""
2,"opprimo","verb",""
1,"opprobrium","noun",""
2,"opto","verb",""
129,"opus","noun",""
34,"oratio","noun",""
1,"orator","noun",""
13,"orbis","noun",""
1,"ordinatio","noun",""
7,"ordino","verb",""
6,"ordo","noun",""
2,"orichalcum","noun",""
7,"oriens","noun",""
1,"origo","noun",""
8,"orior","verb",""
6,"orno","verb",""
81,"oro","verb",""
1,"orphanus","noun",""
2,"ortus","noun",""
69,"os I","noun","mouth"
4,"os II","noun","bone"
6,"osanna","interjection",""
9,"osculor","verb",""
6,"osculum","noun",""
1,"Osee","proper_noun",""
49,"ostendo","verb",""
5,"ostensio","noun",""
1,"ostiaria","noun",""
1,"ostiarius","adjective",""
1,"ostiarius","noun",""
23,"ostium","noun",""
3,"otiosus","adjective",""
3,"ovile","noun",""
38,"ovis","noun",""
1,"ovum","noun",""
2,"Ozias","proper_noun",""
1,"pacificor","verb",""
1,"pacificus","adjective",""
1,"paciscor","verb",""
3,"paedagogus","noun",""
2,"paene","adverb",""
50,"paenitentia","noun",""
7,"paeniteo","verb",""
1,"paenula","noun",""
14,"palam","adverb",""
2,"palea","noun",""
1,"pallidus","adjective",""
1,"pallium","noun",""
3,"palma","noun",""
4,"palmes","noun",""
1,"palpo","verb",""
1,"Pamphylia","noun",""
4,"Pamphylia","proper_noun",""
99,"panis","noun",""
4,"pannus","noun",""
2,"Paphos","proper_noun",""
1,"par","adjective",""
1,"par","noun",""
40,"parabola","noun",""
4,"paracletus","noun",""
3,"paradisus","noun",""
14,"paralyticus","noun",""
6,"parasceve","noun",""
9,"paratus","adjective",""
2,"parce","adverb",""
7,"parco","verb",""
1,"pardus","noun",""
18,"parens","noun",""
11,"pareo","verb",""
2,"paries","noun",""
17,"pario","verb",""
3,"pariter","adverb",""
1,"Parmena","proper_noun",""
42,"paro","verb",""
3,"paropsis","noun",""
64,"pars","noun",""
1,"Parthus","noun",""
10,"particeps","noun",""
2,"participatio","noun",""
3,"participo","verb",""
1,"partior","verb",""
4,"parturio","verb",""
6,"parum","adverb",""
22,"parvulus","adjective",""
28,"parvus","adjective",""
28,"pascha","noun",""
15,"pasco","verb",""
1,"pascor","verb",""
1,"pascuum","noun",""
4,"passer","noun",""
1,"passibilis","adjective",""
11,"passio","noun",""
4,"passus","noun",""
1,"pastino","verb",""
16,"pastor","noun",""
1,"Patara","proper_noun",""
2,"patefacio","verb",""
2,"pateo","verb",""
394,"pater","noun",""
1,"paternitas","noun",""
2,"paternus","adjective",""
1,"patiens","adjective",""
1,"patienter","adverb",""
26,"patientia","noun",""
50,"patior","verb",""
1,"Patmos","proper_noun",""
7,"patria","noun",""
4,"patriarcha","noun",""
1,"patrius","adjective",""
1,"Patrobas","proper_noun",""
16,"paucus","adjective",""
1,"paul(l)ulum","adverb",""
150,"Paulus","proper_noun",""
24,"pauper","adjective",""
1,"pauperculus","adjective",""
2,"paupertas","noun",""
1,"paveo","verb",""
2,"pavor","noun",""
80,"pax","noun",""
38,"peccator","noun",""
3,"peccatrix","noun",""
118,"peccatum","noun",""
31,"pecco","verb",""
5,"pectus","noun",""
18,"pecunia","noun",""
2,"pecus","noun",""
1,"pedes","noun",""
2,"pedester","adjective",""
1,"peiero","verb",""
1,"pelagus","noun",""
2,"pellicius","adjective",""
1,"pelvis","noun",""
2,"pendeo","verb",""
1,"pendo","verb",""
1,"penes","preposition",""
1,"penetrabilis","adjective",""
1,"penna","noun",""
3,"pentecoste","noun",""
3,"penuria","noun",""
382,"per","preposition",""
6,"pera","noun",""
1,"perago","verb",""
1,"peragro","verb",""
9,"perambulo","verb",""
5,"percipio","verb",""
1,"percurro","verb",""
1,"percussor","noun",""
31,"percutio","verb",""
7,"perditio","noun",""
41,"perdo","verb",""
11,"perduco","verb",""
1,"perduro","verb",""
5,"peregre","adverb",""
1,"peregrinatio","noun",""
2,"peregrinor","verb",""
3,"peregrinus","noun",""
44,"pereo","verb",""
15,"perfectus","adjective",""
2,"perfero","verb",""
20,"perficio","verb",""
2,"perfodio","verb",""
2,"Pergamum","proper_noun",""
3,"Perge","proper_noun",""
2,"pergo","verb",""
40,"perhibeo","verb",""
4,"periclitor","verb",""
1,"periculosus","adjective",""
10,"periculum","noun",""
1,"peripsema","noun",""
8,"peritus","adjective",""
1,"perlucidus","adjective",""
19,"permaneo","verb",""
1,"permissus","noun",""
19,"permitto","verb",""
1,"permundo","verb",""
1,"pernocto","verb",""
1,"perperam","adverb",""
1,"perpetior","verb",""
13,"persecutio","noun",""
28,"persequor","verb",""
8,"persevero","verb",""
1,"Persida","proper_noun",""
8,"persona","noun",""
2,"perspicio","verb",""
4,"persuadeo","verb",""
1,"persuasibilis","adjective",""
1,"persuasio","noun",""
4,"pertineo","verb",""
2,"pertingo","verb",""
12,"pertranseo","verb",""
12,"pervenio","verb",""
3,"perversus","adjective",""
1,"perverto","verb",""
86,"pes","noun",""
1,"pestifer","adjective",""
2,"pestilentia","noun",""
2,"petitio","noun",""
50,"peto","verb",""
15,"petra","noun",""
4,"petrosa","noun",""
154,"Petrus","proper_noun",""
1,"Phalec","proper_noun",""
1,"Phanuhel","proper_noun",""
4,"Pharao","proper_noun",""
3,"Phares","proper_noun",""
100,"Pharisaeus","noun",""
2,"Philadelphia","proper_noun",""
1,"Philemon","proper_noun",""
1,"Philippensis","adjective",""
3,"Philippi","proper_noun",""
36,"Philippus","proper_noun",""
1,"philosophia","noun",""
1,"philosophus","noun",""
1,"Phoebe","proper_noun",""
1,"Phoenix","proper_noun",""
3,"Phrygia","proper_noun",""
1,"phylacterium","noun",""
3,"pietas","noun",""
4,"piger","adjective",""
3,"pignus","noun",""
1,"pigritor","verb",""
54,"Pilatus","proper_noun",""
2,"pilus","noun",""
1,"pinguido","noun",""
1,"pinguis","adjective",""
1,"pinna","noun",""
1,"pinnaculum","noun",""
5,"piscator","noun",""
2,"pisciculus","noun",""
2,"piscina","noun",""
25,"piscis","noun",""
1,"piscor","verb",""
2,"Pisidia","proper_noun",""
1,"pisticus","adjective",""
1,"pius","adjective",""
36,"placeo","verb",""
1,"placitus","adjective",""
25,"plaga","noun",""
1,"planctus","noun",""
6,"plango","verb",""
1,"planta","noun",""
1,"plantatio","noun",""
9,"planto","verb",""
1,"planus","adjective",""
10,"platea","noun",""
39,"plebs","noun",""
3,"plecto","verb",""
1,"plene","adverb",""
15,"plenitudo","noun",""
38,"plenus","adjective",""
1,"plico","verb",""
1,"ploratus","noun",""
11,"ploro","verb",""
3,"pluo","verb",""
3,"pluvia","noun",""
2,"poculum","noun",""
1,"poderes","noun",""
3,"poena","noun",""
1,"poeta","noun",""
1,"polliceor","verb",""
1,"polluo","verb",""
1,"pomum","noun",""
3,"pondus","noun",""
118,"pono","verb",""
1,"Ponticus","adjective",""
20,"pontifex","noun",""
3,"Pontius","proper_noun",""
1,"Pontus","proper_noun",""
107,"populus","noun",""
1,"Porcius","proper_noun",""
12,"porcus","noun",""
5,"porrigo","verb",""
5,"porro","adverb",""
23,"porta","noun",""
1,"portentum","noun",""
4,"porticus","noun",""
1,"portio","noun",""
28,"porto","verb",""
3,"portus","noun",""
2,"posco","verb",""
5,"possessio","noun",""
1,"possessor","noun",""
7,"possibilis","adjective",""
20,"possideo","verb",""
4,"possido","verb",""
218,"possum","verb",""
105,"post","preposition",""
8,"postea","adverb",""
3,"posteaquam","subjunction",""
5,"posterus","adjective",""
24,"postquam","subjunction",""
10,"postulo","verb",""
1,"potator","noun",""
15,"potens","adjective",""
4,"potentia","noun",""
104,"potestas","noun",""
1,"potiono","verb",""
1,"potis","adjective",""
6,"potius","adverb",""
2,"poto","verb",""
10,"potus","noun",""
19,"prae","preposition",""
5,"praebeo","verb",""
15,"praecedo","verb",""
1,"praecello","verb",""
2,"praeceps","noun",""
