"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
39,"RXMJM/","רַחֲמִים ","raḥᵃmîm","compassion",,,,,,,,,,,,,,,,
1,"RXMNJ/","רַחֲמָנִי ","raḥᵃmānî","compassionate",,,,,,,,,,,,,,,,
3,"RXP[","רחף ","RḤF",,"shake",,"hover",,,,,,,,,,,,,
2,"RXY/","רַחַץ ","raḥaṣ","washing",,,,,,,,,,,,,,,,
72,"RXY[","רחץ ","RḤṢ",,"wash; wash oneself",,,"be washed","wash oneself",,,,,,,,,,,
2,"RXYH/","רַחְצָה ","raḥṣāʰ","washing",,,,,,,,,,,,,,,,
1,"RXQ/","רָחֵק ","rāḥēq","departing",,,,,,,,,,,,,,,,
57,"RXQ[","רחק ","RḤQ",,"be far (away), become far (away), be distant",,"remove far away",,,"remove; be far away; stay away",,,,,,,,,,
1,"RXC[","רחשׁ ","RḤŠ",,"be astir",,,,,,,,,,,,,,,
1,"RXT/","רַחַת ","raḥat","winnowing shovel",,,,,,,,,,,,,,,,
1,"RVB/","רָטֹב ","rāṭōv","juicy",,,,,,,,,,,,,,,,
1,"RVB[","רטב ","RṬV",,"be, become moist",,,,,,,,,,,,,,,
1,"RVV/","רֶטֶט ","reṭeṭ","panic",,,,,,,,,,,,,,,,
1,"RVPC[","רטפשׁ ","RṬFŠ",,"grow fresh?",,,,,,,,,,,,,,,
6,"RVC[","רטשׁ ","RṬŠ",,,,"dash in pieces","be dashed in pieces",,,,,,,,,,,,
1,"RJ/","רִי ","rî","moisture",,,,,,,,,,,,,,,,
59,"RJB/","רִיב ","rîv","legal dispute, legal contention, legal suit; legal speech",,,,,,,,,,,,,,,,
67,"RJB[","ריב ","RYV",,"contend, plead (a case)",,,,,"attack with reproaches",,,,,,,,,,
2,"RJBH/","רִיבָה ","rîvāʰ","legal suit; plea",,,,,,,,,,,,,,,,
2,"RJBJ/","רִיבַי ","rîvay","Ribai",,,,,,,,,,,,,,,,
58,"RJX/","רֵיחַ ","rêₐḥ","odor, odour, scent",,,,,,,,,,,,,,,,
2,"RJPWT/","רִיפֹות ","rîfôt","barley-groats?",,,,,,,,,,,,,,,,
1,"RJPT/","רִיפַת ","rîfat","Riphath",,,,,,,,,,,,,,,,
12,"RJQ/","רִיק I","rîq","emptiness (n); empty, worthless (adj)",,,,,,,,,,,,,,,,
14,"RJQ=/","רֵיק II","rêq","empty",,,,,,,,,,,,,,,,
19,"RJQ[","ריק ","RYQ",,,,,,,"empty out, draw (sword); muster","be poured",,,,,,,,,
16,"RJQM","רֵיקָם ","rêqām","emptily, vainly",,,,,,,,,,,,,,,,
2,"RJR/","רִיר ","rîr","spittle, slime",,,,,,,,,,,,,,,,
1,"RJR[","ריר ","RYR",,"let flow",,,,,,,,,,,,,,,
7,"RJC/","רֵישׁ ","rêš","poverty",,,,,,,,,,,,,,,,
16,"RK/","רַךְ I","rax","tender, frail, soft",,,,,,,,,,,,,,,,
1,"RK=/","רֹךְ II","rōx","tenderness",,,,,,,,,,,,,,,,
119,"RKB/","רֶכֶב I","rexev","chariot, chariotry",,,,,,,,,,,,,,,,
3,"RKB=/","רַכָּב II","rakkāv","charioteer; horseman",,,,,,,,,,,,,,,,
13,"RKB==/","רֵכָב III","rēxāv","Recab",,,,,,,,,,,,,,,,
78,"RKB[","רכב ","RXV",,"ride; mount",,,,,"cause to ride; cause to mount",,,,,,,,,,
1,"RKBH/","רִכְבָּה ","rixbāʰ","riding",,,,,,,,,,,,,,,,
4,"RKBJ/","רֵכָבִי ","rēxāvî","Recabite",,,,,,,,,,,,,,,,
1,"RKH/","רֵכָה ","rēxāʰ","Recah",,,,,,,,,,,,,,,,
1,"RKWB/","רְכוּב ","rᵊxûv","vehicle",,,,,,,,,,,,,,,,
28,"RKWC/","רְכוּשׁ ","rᵊxûš","property, goods; equipment",,,,,,,,,,,,,,,,
6,"RKJL/","רָכִיל ","rāxîl","slander; slanderer",,,,,,,,,,,,,,,,
8,"RKK[","רכך ","RXX",,"be tender, weak",,,"be softened",,"make timid",,,,,,,,,,
1,"RKL/","רָכָל ","rāxāl","Racal",,,,,,,,,,,,,,,,
17,"RKL[","רכל ","RXL",,"trader, merchant",,,,,,,,,,,,,,,
4,"RKLH/","רְכֻלָּה ","rᵊxullāʰ","traffic; merchandise",,,,,,,,,,,,,,,,
1,"RKS/","רֶכֶס I","rexes","rugged ground",,,,,,,,,,,,,,,,
1,"RKS=/","רֹכֶס II","rōxes","conspiracy?",,,,,,,,,,,,,,,,
2,"RKS[","רכס ","RXS",,"bind",,,,,,,,,,,,,,,
4,"RKC/","רֶכֶשׁ ","rexeš","span, horses",,,,,,,,,,,,,,,,
5,"RKC[","רכשׁ ","RXŠ",,"gather",,,,,,,,,,,,,,,
7,"RM/","רָם ","rām","Ram",,,,,,,,,,,,,,,,
7,"RMH/","רִמָּה I","rimmāʰ","maggot",,,,,,,,,,,,,,,,
9,"RMH=/","רָמָה II","rāmāʰ","high place",,,,,,,,,,,,,,,,
35,"RMH==/","רָמָה III","rāmāʰ","Ramah",,,,,,,,,,,,,,,,
8,"RMH=[","רמה II","RMH",,,,"deceive, forsake; betray",,,,,,,,,,,,,
4,"RMH[","רמה I","RMH",,"throw; shoot",,,,,,,,,,,,,,,
32,"RMWN/","רִמֹּון I","rimmôn","pomegranate",,,,,,,,,,,,,,,,
7,"RMWN=/","רִמֹּון II","rimmôn","Rimmon",,,,,,,,,,,,,,,,
3,"RMWN==/","רִמֹּון III","rimmôn","Rimmon",,,,,,,,,,,,,,,,
3,"RMWN===/","רִמֹּון IV","rimmôn","Rimmon",,,,,,,,,,,,,,,,
2,"RMWN_PRY/","רִמֹּון פֶּרֶץ ","rimmôn pereṣ","Rimmon Perez",,,,,,,,,,,,,,,,
1,"RMWNW/","רִמֹּונֹו ","rimmônô","Rimmono",,,,,,,,,,,,,,,,
1,"RMWT/","רָמוּת I","rāmût","heap of corpses?",,,,,,,,,,,,,,,,
1,"RMWT=/","רָמֹות II","rāmôt","Jeremoth",,,,,,,,,,,,,,,,
15,"RMX/","רֹמַח ","rōmaḥ","lance",,,,,,,,,,,,,,,,
7,"RMJH/","רְמִיָּה I","rᵊmiyyāʰ","looseness, slackness",,,,,,,,,,,,,,,,
8,"RMJH=/","רְמִיָּה II","rᵊmiyyāʰ","deceit",,,,,,,,,,,,,,,,
1,"RMJH==/","רַמְיָה III","ramyāʰ","Ramiah",,,,,,,,,,,,,,,,
1,"RMKH/","רַמָּכָה ","rammāxāʰ","mare?",,,,,,,,,,,,,,,,
13,"RMLJHW/","רְמַלְיָהוּ ","rᵊmalyāhû","Remaliah",,,,,,,,,,,,,,,,
5,"RMM=[","רמם II","RMM",,"rise","rise; go away",,,,,,,,,,,,,,
1,"RMM[","רמם I","RMM",,"decay, become wormy",,,,,,,,,,,,,,,
2,"RMMTJ_<ZR/","רֹמַמְתִּי עֶזֶר ","rōmamtî ʕezer","Romamti-Ezer",,,,,,,,,,,,,,,,
19,"RMS[","רמס ","RMS",,"trample, tread","be trampled",,,,,,,,,,,,,,
17,"RMF/","רֶמֶשׂ ","remeś","reptiles, small animals, creeping animals",,,,,,,,,,,,,,,,
17,"RMF[","רמשׂ ","RMŚ",,"swarm, teem",,,,,,,,,,,,,,,
1,"RMT/","רֶמֶת I","remet","Remeth",,,,,,,,,,,,,,,,
26,"RMT=/","רָמֹת II","rāmōt","Ramoth",,,,,,,,,,,,,,,,
1,"RMTJ/","רָמָתִי ","rāmātî","Ramathite",,,,,,,,,,,,,,,,
1,"RN/","רֹן ","rōn","shout of joy?",,,,,,,,,,,,,,,,
33,"RNH/","רִנָּה I","rinnāʰ","shout of joy",,,,,,,,,,,,,,,,
1,"RNH=/","רִנָּה II","rinnāʰ","Rinnah",,,,,,,,,,,,,,,,
1,"RNH[","רנה ","RNH",,"rattle",,,,,,,,,,,,,,,
53,"RNN[","רנן ","RNN",,"shout for joy; lament",,"cry for joy; praise","be shouted for joy",,"cry for joy; cause to cry for joy",,,,,,,,,,
4,"RNNH/","רְנָנָה ","rᵊnānāʰ","cry of joy",,,,,,,,,,,,,,,,
1,"RNNJM/","רְנָנִים ","rᵊnānîm","female ostriches",,,,,,,,,,,,,,,,
2,"RSH/","רִסָּה ","rissāʰ","Rissah",,,,,,,,,,,,,,,,
1,"RSJS/","רָסִיס I","rāsîs","drop",,,,,,,,,,,,,,,,
1,"RSJS=/","רָסִיס II","rāsîs","fragment",,,,,,,,,,,,,,,,
4,"RSN/","רֶסֶן I","resen","bridle",,,,,,,,,,,,,,,,
1,"RSN=/","רֶסֶן II","resen","Resen",,,,,,,,,,,,,,,,
1,"RSS[","רסס ","RSS",,"sprinkle",,,,,,,,,,,,,,,
347,"R</","רַע I","raʕ","bad, evil, harmful",,,,,,,,,,,,,,,,
187,"R<=/","רֵעַ II","rēₐʕ","friend, fellow, companion",,,,,,,,,,,,,,,,
3,"R<==/","רֵעַ III","rēₐʕ","shouting, roar",,,,,,,,,,,,,,,,
19,"R<===/","רֹעַ IV","rōₐʕ","bad quality",,,,,,,,,,,,,,,,
2,"R<====/","רֵעַ V","rēₐʕ","intention, thought",,,,,,,,,,,,,,,,
101,"R<B/","רָעָב I","rāʕāv","hunger, famine",,,,,,,,,,,,,,,,
20,"R<B=/","רָעֵב II","rāʕēv","hungry",,,,,,,,,,,,,,,,
13,"R<B[","רעב ","RʕV",,"be hungry",,,,,"let famish",,,,,,,,,,
3,"R<BWN/","רְעָבֹון ","rᵊʕāvôn","hunger",,,,,,,,,,,,,,,,
2,"R<D/","רַעַד ","raʕad","trembling",,,,,,,,,,,,,,,,
3,"R<D[","רעד ","RʕD",,"tremble",,,,,"tremble",,,,,,,,,,
4,"R<DH/","רְעָדָה ","rᵊʕādāʰ","trembling",,,,,,,,,,,,,,,,
313,"R<H/","רָעָה I","rāʕāʰ","evil, badness; misery",,,,,,,,,,,,,,,,
3,"R<H=/","רֵעֶה II","rēʕeʰ","friend, companion",,,,,,,,,,,,,,,,
3,"R<H==/","רֵעָה III","rēʕāʰ","female companion",,,,,,,,,,,,,,,,
7,"R<H=[","רעה II","RʕH",,"associate with",,"be a special friend",,"associate with",,,,,,,,,,,
168,"R<H[","רעה I","RʕH",,"feed, graze, tend (cattle)",,,,,,,,,,,,,,,
5,"R<W/","רְעוּ ","rᵊʕû","Reu",,,,,,,,,,,,,,,,
11,"R<W>L/","רְעוּאֵל ","rᵊʕûʔēl","Reuel",,,,,,,,,,,,,,,,
6,"R<WT/","רְעוּת I","rᵊʕût","female companion",,,,,,,,,,,,,,,,
7,"R<WT=/","רְעוּת II","rᵊʕût","striving",,,,,,,,,,,,,,,,
1,"R<J/","רְעִי I","rᵊʕî","pasture",,,,,,,,,,,,,,,,
1,"R<J=/","רֵעִי II","rēʕî","Rei",,,,,,,,,,,,,,,,
9,"R<JH/","רַעְיָה ","raʕyāʰ","loved one",,,,,,,,,,,,,,,,
3,"R<JWN/","רַעְיֹון ","raʕyôn","striving",,,,,,,,,,,,,,,,
1,"R<L/","רַעַל ","raʕal","reeling",,,,,,,,,,,,,,,,
1,"R<L[","רעל ","RʕL",,,,,,,,"be made to quiver?",,,,,,,,,
1,"R<LH/","רְעָלָה ","rᵊʕālāʰ","veil",,,,,,,,,,,,,,,,
1,"R<LJH/","רְעֵלָיָה ","rᵊʕēlāyāʰ","Reelaiah",,,,,,,,,,,,,,,,
6,"R<M/","רַעַם ","raʕam","thunder",,,,,,,,,,,,,,,,
2,"R<M=[","רעם II","RʕM",,"be troubled",,,,,"be troubled?, trouble?",,,,,,,,,,
11,"R<M[","רעם I","RʕM",,"storm, thunder",,,,,"cause thunder",,,,,,,,,,
1,"R<MH/","רַעְמָה I","raʕmāʰ","mane",,,,,,,,,,,,,,,,
5,"R<MH=/","רַעְמָה II","raʕmāʰ","Raamah",,,,,,,,,,,,,,,,
1,"R<MJH/","רַעַמְיָה ","raʕamyāʰ","Raamiah",,,,,,,,,,,,,,,,
5,"R<MSS/","רַעְמְסֵס ","raʕmᵊsēs","Rameses",,,,,,,,,,,,,,,,
1,"R<N[","רען ","RʕN",,,,"be full of leaves",,,,,,,,,,,,,
19,"R<NN/","רַעֲנָן ","raʕᵃnān","full of leaves, luxuriant",,,,,,,,,,,,,,,,
6,"R<<=[","רעע II","Rʕʕ",,"break",,,,"burst asunder",,,,,,,,,,,
103,"R<<[","רעע I","Rʕʕ",,"be wicked, be evil","suffer hurt",,,,"act wickedly; hurt",,,,,,,,,,
5,"R<P[","רעף ","RʕF",,"trickle",,,,,"cause to drip",,,,,,,,,,
2,"R<Y[","רעץ ","RʕṢ",,"shatter",,,,,,,,,,,,,,,
17,"R<C/","רַעַשׁ ","raʕaš","quaking, commotion",,,,,,,,,,,,,,,,
1,"R<C=[","רעשׁ II","RʕŠ",,"be abundant?",,,,,,,,,,,,,,,
29,"R<C[","רעשׁ I","RʕŠ",,"quake, shake","quake",,,,"cause to quake; cause to leap",,,,,,,,,,
4,"RP>/","רָפָא ","rāfāˀ","Rapha",,,,,,,,,,,,,,,,
65,"RP>[","רפא ","RFʔ",,"heal (someone)","be healed","heal, repair",,"get healed",,,,,,,,,,,
1,"RP>WT/","רִפְאוּת ","rifʔût","healing",,,,,,,,,,,,,,,,
8,"RP>JM/","רְפָאִים I","rᵊfāʔîm","ghosts of the dead",,,,,,,,,,,,,,,,
13,"RP>JM=/","רְפָאִים II","rᵊfāʔîm","Rephaites",,,,,,,,,,,,,,,,
6,"RP>JM==/","רְפָאִים III","rᵊfāʔîm","Rephaim",,,,,,,,,,,,,,,,
1,"RP>L/","רְפָאֵל ","rᵊfāʔēl","Rephael",,,,,,,,,,,,,,,,
3,"RPD[","רפד ","RFD",,"spread out",,"spread out; refresh",,,,,,,,,,,,,
4,"RPH/","רָפֶה I","rāfeʰ","slack",,,,,,,,,,,,,,,,
1,"RPH=/","רָפָה II","rāfāʰ","Raphah",,,,,,,,,,,,,,,,
4,"RPH==/","רָפָה III","rāfāʰ","Rapha",,,,,,,,,,,,,,,,
48,"RPH[","רפה ","RFH",,"become slack; sink down","be idle","loosen, let droop",,"show oneself idle, disheartened","let drop, abandon, cease",,,,,,,,,,
1,"RPW>/","רָפוּא ","rāfûˀ","Raphu",,,,,,,,,,,,,,,,
3,"RPW>H/","רְפוּאָה ","rᵊfûʔāʰ","healing",,,,,,,,,,,,,,,,
1,"RPX/","רֶפַח ","refaḥ","Rephah",,,,,,,,,,,,,,,,
1,"RPJDH/","רְפִידָה ","rᵊfîdāʰ","support?; cloth?",,,,,,,,,,,,,,,,
5,"RPJDJM/","רְפִידִים ","rᵊfîdîm","Rephidim",,,,,,,,,,,,,,,,
5,"RPJH/","רְפָיָה ","rᵊfāyāʰ","Rephaiah",,,,,,,,,,,,,,,,
1,"RPJWN/","רִפָּיֹון ","rippāyôn","slackness",,,,,,,,,,,,,,,,
3,"RPS[","רפס ","RFS",,"foul by stamping",,,,"<uncertain>",,,,,,,,,,,
1,"RPSDWT/","רַפְסֹדֹות ","rafsōdôt","rafts",,,,,,,,,,,,,,,,
1,"RPP[","רפף ","RFF",,,,"shake",,,,,,,,,,,,,
1,"RPQ[","רפק ","RFQ",,,,,,"support oneself",,,,,,,,,,,
1,"RPC/","רֶפֶשׁ ","refeš","mud",,,,,,,,,,,,,,,,
2,"RPF[","רפשׂ ","RFŚ",,"foul by stamping","fouled",,,,,,,,,,,,,,
1,"RPT/","רֶפֶת ","refet","stable?",,,,,,,,,,,,,,,,
1,"RY/","רַץ ","raṣ","piece?",,,,,,,,,,,,,,,,
1,"RY>[","רצא ","RṢʔ",,"run?",,,,,,,,,,,,,,,
1,"RYD[","רצד ","RṢD",,,,"watch with envy",,,,,,,,,,,,,
7,"RYH=[","רצה II","RṢH",,"pay off; get restituted","be payed off",,,,"cause to be paid off; get restituted",,,,,,,,,,
49,"RYH[","רצה I","RṢH",,"be pleased with; like","be acceptable","seek the favour of",,"make oneself acceptable",,,,,,,,,,,
56,"RYWN/","רָצֹון ","rāṣôn","pleasure; favor",,,,,,,,,,,,,,,,
2,"RYX/","רֶצַח ","reṣaḥ","murder; shattering",,,,,,,,,,,,,,,,
47,"RYX[","רצח ","RṢḤ",,"kill, murder","be killed","murder",,,,,,,,,,,,,
1,"RYJ>/","רִצְיָא ","riṣyāˀ","Rizia",,,,,,,,,,,,,,,,
11,"RYJN/","רְצִין ","rᵊṣîn","Rezin",,,,,,,,,,,,,,,,
1,"RY<[","רצע ","RṢʕ",,"pierce",,,,,,,,,,,,,,,
1,"RYP/","רֶצֶף I","reṣef","glowing coal",,,,,,,,,,,,,,,,
2,"RYP=/","רֶצֶף II","reṣef","Rezeph",,,,,,,,,,,,,,,,
1,"RYP[","רצף ","RṢF",,"fit out?",,,,,,,,,,,,,,,
1,"RYPH/","רִצְפָּה I","riṣpāʰ","glowing coal",,,,,,,,,,,,,,,,
7,"RYPH=/","רִצְפָה II","riṣfāʰ","pavement; tesselated pavement",,,,,,,,,,,,,,,,
4,"RYPH==/","רִצְפָּה III","riṣpāʰ","Rizpah",,,,,,,,,,,,,,,,
18,"RYY[","רצץ ","RṢṢ",,"smash up; abuse","be broken; break","crush; oppress",,"dash against one another","crush",,,,,,,,,,
109,"RQ","רַק ","raq","only",,,,,,,,,,,,,,,,
3,"RQ/","רֹק I","rōq","spittle",,,,,,,,,,,,,,,,
3,"RQ=/","רַק II","raq","thin",,,,,,,,,,,,,,,,
5,"RQB/","רָקָב ","rāqāv","decay",,,,,,,,,,,,,,,,
2,"RQB[","רקב ","RQV",,"rot",,,,,,,,,,,,,,,
1,"RQBWN/","רִקָּבֹון ","riqqāvôn","rottenness",,,,,,,,,,,,,,,,
9,"RQD[","רקד ","RQD",,"skip about",,"skip about, dance",,,"cause to skip",,,,,,,,,,
5,"RQH/","רַקָּה ","raqqāʰ","temple",,,,,,,,,,,,,,,,
1,"RQWN/","רַקֹּון ","raqqôn","Rakkon",,,,,,,,,,,,,,,,
2,"RQX/","רֹקַח I","rōqaḥ","spice",,,,,,,,,,,,,,,,
1,"RQX=/","רִקֻּחַ II","riqquₐḥ","ointment",,,,,,,,,,,,,,,,
2,"RQX==/","רַקָּח III","raqqāḥ","ointment mixer",,,,,,,,,,,,,,,,
1,"RQX===/","רֶקַח IV","reqaḥ","spice",,,,,,,,,,,,,,,,
8,"RQX[","רקח ","RQḤ",,"mix ointment",,,"be mixed",,"spice?",,,,,,,,,,
17,"RQJ</","רָקִיעַ ","rāqîₐʕ","plate; firmament",,,,,,,,,,,,,,,,
8,"RQJQ/","רָקִיק ","rāqîq","wafer",,,,,,,,,,,,,,,,
5,"RQM/","רֶקֶם I","reqem","Rekem",,,,,,,,,,,,,,,,
1,"RQM=/","רֶקֶם II","reqem","Rekem",,,,,,,,,,,,,,,,
9,"RQM[","רקם ","RQM",,"weaver in colours",,,"be woven",,,,,,,,,,,,
12,"RQMH/","רִקְמָה ","riqmāʰ","fabric (of varied colors)",,,,,,,,,,,,,,,,
1,"RQ</","רִקֻּעַ ","riqquₐʕ","beaten out",,,,,,,,,,,,,,,,
11,"RQ<[","רקע ","RQʕ",,"stamp",,"hammer out","be beaten out",,"spread out",,,,,,,,,,
1,"RQQ[","רקק ","RQQ",,"spit on",,,,,,,,,,,,,,,
1,"RQT/","רַקַּת ","raqqat","Rakkath",,,,,,,,,,,,,,,,
1,"RCJWN/","רִשְׁיֹון ","rišyôn","permission",,,,,,,,,,,,,,,,
1,"RCM[","רשׁם ","RŠM",,"inscribe",,,,,,,,,,,,,,,
262,"RC</","רָשָׁע I","rāšāʕ","guilty, wicked; wicked person",,,,,,,,,,,,,,,,
31,"RC<=/","רֶשַׁע II","rešaʕ","wrong, injustice, guilt; guilty (adj)",,,,,,,,,,,,,,,,
34,"RC<[","רשׁע ","RŠʕ",,"be, become guilty",,,,,"act guiltily; declare guilty",,,,,,,,,,
15,"RC<H/","רִשְׁעָה ","rišʕāʰ","wrong, injustice, guilt; guilty (adj)",,,,,,,,,,,,,,,,
7,"RCP/","רֶשֶׁף I","rešef","flame; plague",,,,,,,,,,,,,,,,
1,"RCP=/","רֶשֶׁף II","rešef","Resheph",,,,,,,,,,,,,,,,
2,"RCC[","רשׁשׁ ","RŠŠ",,,,"shatter","be shattered",,,,,,,,,,,,
22,"RCT/","רֶשֶׁת ","rešet","(bird) net",,,,,,,,,,,,,,,,
2,"RTWQ/","רַתֹּוק ","rattôq","chain",,,,,,,,,,,,,,,,
1,"RTX/","רֶתַח ","retaḥ","(uncertain)",,,,,,,,,,,,,,,,
3,"RTX[","רתח ","RTḤ",,,,"bring to boiling","be brought to boiling",,"bring to boiling",,,,,,,,,,
4,"RTM/","רֹתֶם ","rōtem","broom",,,,,,,,,,,,,,,,
1,"RTM[","רתם ","RTM",,"bind",,,,,,,,,,,,,,,
2,"RTMH/","רִתְמָה ","ritmāʰ","Rithmah",,,,,,,,,,,,,,,,
2,"RTQ[","רתק ","RTQ",,,"be broken?",,"be bound",,,,,,,,,,,,
1,"RTQWT/","רְתֻקֹות ","rᵊtuqôt","chains",,,,,,,,,,,,,,,,
1,"RTT/","רְתֵת ","rᵊtēt","terror",,,,,,,,,,,,,,,,
138,"C","שַׁ ","ša","who, which; that",,,,,,,,,,,,,,,,
19,"C>B[","שׁאב ","ŠʔV",,"draw (water)",,,,,,,,,,,,,,,
20,"C>G[","שׁאג ","ŠʔG",,"roar",,,,,,,,,,,,,,,
7,"C>GH/","שְׁאָגָה ","šᵊʔāgāʰ","roaring",,,,,,,,,,,,,,,,
1,"C>H==[","שׁאה III","ŠʔH",,,,,,"gaze at",,,,,,,,,,,
2,"C>H=[","שׁאה II","ŠʔH",,,"rage",,,,,,,,,,,,,,
4,"C>H[","שׁאה I","ŠʔH",,"be desolate","be ruined",,,,"ruin",,,,,,,,,,
65,"C>WL/","שְׁאֹול I","šᵊʔôl","sheol, underworld",,,,,,,,,,,,,,,,
406,"C>WL=/","שָׁאוּל II","šāʔûl","Saul",,,,,,,,,,,,,,,,
1,"C>WLJ/","שָׁאוּלִי ","šāʔûlî","Shaulite",,,,,,,,,,,,,,,,
17,"C>WN/","שָׁאֹון I","šāʔôn","uproar, din",,,,,,,,,,,,,,,,
1,"C>WN=/","שָׁאֹון II","šāʔôn","destruction",,,,,,,,,,,,,,,,
3,"C>V/","שְׁאָט ","šᵊʔāṭ","contempt",,,,,,,,,,,,,,,,
1,"C>JH/","שְׁאִיָּה ","šᵊʔiyyāʰ","desolation",,,,,,,,,,,,,,,,
1,"C>L/","שְׁאָל ","šᵊʔāl","Sheal",,,,,,,,,,,,,,,,
171,"C>L[","שׁאל ","ŠʔL",,"ask (for), demand","ask leave of absence","inquire; beg",,,"grant a request; lend",,,,,,,,,,
14,"C>LH/","שְׁאֵלָה I","šᵊʔēlāʰ","request",,,,,,,,,,,,,,,,
1,"C>LH=/","שְׁאָלָה II","šᵊʔālāʰ","nether world",,,,,,,,,,,,,,,,
9,"C>LTJ>L/","שְׁאַלְתִּיאֵל ","šᵊʔaltîʔēl","Shealtiel",,,,,,,,,,,,,,,,
5,"C>N[","שׁאן ","ŠʔN",,,,"be at ease",,,,,,,,,,,,,
10,"C>NN/","שַׁאֲנָן ","šaˀᵃnān","at ease, tranquil",,,,,,,,,,,,,,,,
1,"C>S[","שׁאס ","ŠʔS",,"plunder",,,,,,,,,,,,,,,
14,"C>P[","שׁאף ","ŠʔF",,"grasp, pant",,,,,,,,,,,,,,,
16,"C>R/","שְׁאֵר I","šᵊʔēr","flesh, meat, food; blood-relation",,,,,,,,,,,,,,,,
26,"C>R=/","שְׁאָר II","šᵊʔār","remainder, remnant",,,,,,,,,,,,,,,,
133,"C>R[","שׁאר ","ŠʔR",,"remain","be left over",,,,"be left over",,,,,,,,,,
5,"F>R/","שְׂאֹר ","śᵊʔōr","leaven",,,,,,,,,,,,,,,,
1,"C>R_JCWB/","שְׁאָר יָשׁוּב ","šᵊʔār yāšûv","Shear-Jashub",,,,,,,,,,,,,,,,
1,"C>RH/","שַׁאֲרָה I","šaˀᵃrāʰ","relative",,,,,,,,,,,,,,,,
1,"C>RH=/","שֶׁאֱרָה II","šeˀᵉrāʰ","Sheerah",,,,,,,,,,,,,,,,
66,"C>RJT/","שְׁאֵרִית ","šᵊʔērît","remainder",,,,,,,,,,,,,,,,
1,"C>T/","שֵׁאת ","šēˀt","desolation",,,,,,,,,,,,,,,,
7,"F>T/","שְׂאֵת I","śᵊʔēt","elevation; dignity",,,,,,,,,,,,,,,,
7,"F>T=/","שְׂאֵת II","śᵊʔēt","swelling",,,,,,,,,,,,,,,,
23,"CB>/","שְׁבָא ","šᵊvāˀ","Sheba",,,,,,,,,,,,,,,,
1,"CB>JM/","שְׁבָאִים ","šᵊvāʔîm","Sabeans",,,,,,,,,,,,,,,,
1,"CBB/","שָׁבָב ","šāvāv","splinter",,,,,,,,,,,,,,,,
47,"CBH[","שׁבה ","ŠVH",,"take captive","be taken captive",,,,,,,,,,,,,,
2,"CBW/","שְׁבֹו ","šᵊvô","(precious stone)",,,,,,,,,,,,,,,,
3,"CBW>L/","שְׁבוּאֵל ","šᵊvûʔēl","Shubael",,,,,,,,,,,,,,,,
22,"CBW</","שָׁבוּעַ ","šāvûₐʕ","week",,,,,,,,,,,,,,,,
29,"CBW<H/","שְׁבוּעָה ","šᵊvûʕāʰ","oath",,,,,,,,,,,,,,,,
1,"CBWR/","שָׁבוּר ","šāvûr","fracture",,,,,,,,,,,,,,,,
28,"CBWT/","שְׁבוּת ","šᵊvût","captivity, imprisonment",,,,,,,,,,,,,,,,
3,"CBX=[","שׁבח II","ŠVḤ",,,,"calm",,,"calm",,,,,,,,,,
8,"CBX[","שׁבח I","ŠVḤ",,,,"praise",,"boast of",,,,,,,,,,,
190,"CBV/","שֵׁבֶט I","šēveṭ","rod, staff; tribe",,,,,,,,,,,,,,,,
1,"CBV=/","שְׁבָט II","šᵊvāṭ","Shebat (month)",,,,,,,,,,,,,,,,
48,"CBJ/","שְׁבִי I","šᵊvî","captives (collective), captivity; (those who are; that which is) taken captive",,,,,,,,,,,,,,,,
1,"CBJ=/","שֹׁבִי II","šōvî","Shobi",,,,,,,,,,,,,,,,
2,"CBJ==/","שֹׁבָי III","šōvāʸ","Shobai",,,,,,,,,,,,,,,,
1,"CBJB/","שָׁבִיב ","šāvîv","spark",,,,,,,,,,,,,,,,
1,"CBJH/","שְׁבִיָּה I","šᵊviyyāʰ","captive",,,,,,,,,,,,,,,,
9,"CBJH=/","שִׁבְיָה II","šivyāʰ","captives (collective); captivity",,,,,,,,,,,,,,,,
2,"CBJL/","שְׁבִיל ","šᵊvîl","path",,,,,,,,,,,,,,,,
1,"CBJS/","שָׁבִיס ","šāvîs","headband",,,,,,,,,,,,,,,,
98,"CBJ<J/","שְׁבִיעִי ","šᵊvîʕî","seventh",,,,,,,,,,,,,,,,
4,"CBJT/","שְׁבִית ","šᵊvît","captivity",,,,,,,,,,,,,,,,
16,"FBKH/","שְׂבָכָה ","śᵊvāxāʰ","net; lattice, grille",,,,,,,,,,,,,,,,
1,"CBL/","שֹׁבֶל ","šōvel","train",,,,,,,,,,,,,,,,
1,"CBLWL/","שַׁבְּלוּל ","šabbᵊlûl","snail?",,,,,,,,,,,,,,,,
16,"CBLT/","שִׁבֹּלֶת I","šibbōlet","ear (of grain), bunch of twigs",,,,,,,,,,,,,,,,
3,"CBLT=/","שִׁבֹּלֶת II","šibbōlet","stream",,,,,,,,,,,,,,,,
1,"FBM/","שְׂבָם ","śᵊvām","Sebam",,,,,,,,,,,,,,,,
