"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
1,"MPJM/","מֻפִּים ","muppîm","Muppim",,,,,,,,,,,,,,,,
1,"MPJY/","מֵפִיץ ","mēfîṣ","[inexpl]",,,,,,,,,,,,,,,,
2,"MPL/","מַפָּל ","mappāl","graanafval, vetrol ",,,,,,,,,,,,,,,,
1,"MPL>WT/","מִפְלְאֹות ","miflᵊʔôt","[*] wonderlijke werken",,,,,,,,,,,,,,,,
1,"MPLGH/","מִפְלַגָּה ","miflaggāʰ","afdeling, groep binnen familie",,,,,,,,,,,,,,,,
3,"MPLH/","מַפָּלָה ","mappālāʰ","ruïne, verval",,,,,,,,,,,,,,,,
1,"MPLV/","מִפְלָט ","miflāṭ","schuilplaats",,,,,,,,,,,,,,,,
4,"MPLYT/","מִפְלֶצֶת ","mifleṣet","aanstootgevend beeld",,,,,,,,,,,,,,,,
1,"MPLF/","מִפְלָשׂ ","miflāś","[*]zwevend",,,,,,,,,,,,,,,,
8,"MPLT/","מַפֶּלֶת ","mappelet","ondergang, karkas, boomstomp",,,,,,,,,,,,,,,,
3,"MP<L/","מִפְעָל ","mifʕāl","daad",,,,,,,,,,,,,,,,
1,"MPY/","מַפָּץ I","mappāṣ","[*] verplettering",,,,,,,,,,,,,,,,
1,"MPY=/","מַפֵּץ II","mappēṣ","hamer",,,,,,,,,,,,,,,,
5,"MPQD/","מִפְקָד ","mifqād","telling",,,,,,,,,,,,,,,,
1,"MPRY/","מִפְרָץ ","mifrāṣ","[*] aanlegplaats",,,,,,,,,,,,,,,,
1,"MPRQT/","מַפְרֶקֶת ","mafreqet","[*] nek",,,,,,,,,,,,,,,,
2,"MPRF/","מִפְרָשׂ ","mifrāś","zeil",,,,,,,,,,,,,,,,
1,"MPF<H/","מִפְשָׂעָה ","mifśāʕāʰ","billen",,,,,,,,,,,,,,,,
3,"MPTX/","מַפְתֵּחַ I","maftēₐḥ","sleutel",,,,,,,,,,,,,,,,
1,"MPTX=/","מִפְתָּח II","miftāḥ","[*] opening",,,,,,,,,,,,,,,,
8,"MPTN/","מִפְתָּן ","miftān","drempel",,,,,,,,,,,,,,,,
8,"MY/","מֹץ I","mōṣ","kaf",,,,,,,,,,,,,,,,
1,"MY=/","מֵץ II","mēṣ","[inexpl]",,,,,,,,,,,,,,,,
453,"MY>[","מצא ","MṢʔ",,"vinden","gevonden worden, ontdekt worden, jezelf laten vinden",,,,"iets in iemand handen laten vallen, ",,,,,,,,,,
10,"MYB/","מַצָּב I","maṣṣāv","plaats, positie",,,,,,,,,,,,,,,,
2,"MYB=/","מֻצָּב II","muṣṣāv","[dub] militaire technische term",,,,,,,,,,,,,,,,
32,"MYBH/","מַצֵּבָה I","maṣṣēvāʰ","opgerichte steen, massebe",,,,,,,,,,,,,,,,
1,"MYBH=/","מַצָּבָה II","maṣṣāvāʰ","garnizien",,,,,,,,,,,,,,,,
1,"MYBJH/","מְצֹבָיָה ","mᵊṣōvāyāʰ","uit Soba",,,,,,,,,,,,,,,,
6,"MYBT/","מַצֶּבֶת ","maṣṣevet","herinneringssteen",,,,,,,,,,,,,,,,
11,"MYD/","מְצָד ","mᵊṣād","moeilijk toegankelijke plaats",,,,,,,,,,,,,,,,
53,"MYH/","מַצָּה I","maṣṣāʰ","ongedesemd brood",,,,,,,,,,,,,,,,
3,"MYH=/","מַצָּה II","maṣṣāʰ","ruzie, vechtpartij",,,,,,,,,,,,,,,,
1,"MYH==/","מֹצָה III","mōṣāʰ","Mosa",,,,,,,,,,,,,,,,
7,"MYH[","מצה ","MṢH",,"uitwringen, slurpen","uitgeperst worden",,,,,,,,,,,,,,
2,"MYHLWT/","מִצְהָלֹות ","miṣhālôt","[*] hinneken",,,,,,,,,,,,,,,,
4,"MYWD/","מָצֹוד ","māṣôd","strik",,,,,,,,,,,,,,,,
18,"MYWDH/","מְצוּדָה I","mᵊṣûdāʰ","bergvesting",,,,,,,,,,,,,,,,
4,"MYWDH=/","מְצוּדָה II","mᵊṣûdāʰ","vangnet, prooi",,,,,,,,,,,,,,,,
2,"MYWDH==/","מְצֹודָה III","mᵊṣôdāʰ","net",,,,,,,,,,,,,,,,
181,"MYWH/","מִצְוָה ","miṣwāʰ","gebod, bevel",,,,,,,,,,,,,,,,
12,"MYWLH/","מְצֹולָה ","mᵊṣôlāʰ","[sg] diepe zee, [pl] de diepten",,,,,,,,,,,,,,,,
6,"MYWQ/","מָצֹוק I","māṣôq","moeite, smart",,,,,,,,,,,,,,,,
2,"MYWQ=/","מָצוּק II","māṣûq","[*] pijlen",,,,,,,,,,,,,,,,
7,"MYWQH/","מְצוּקָה ","mᵊṣûqāʰ","leed",,,,,,,,,,,,,,,,
6,"MYWR/","מָצֹור I","māṣôr","leed, belegering",,,,,,,,,,,,,,,,
18,"MYWR=/","מָצֹור II","māṣôr","verstrekte stad, vesting",,,,,,,,,,,,,,,,
6,"MYWR==/","מָצֹור III","māṣôr","Egypte",,,,,,,,,,,,,,,,
8,"MYWRH/","מְצוּרָה ","mᵊṣûrāʰ","verstrekte stad",,,,,,,,,,,,,,,,
13,"MYX/","מֵצַח ","mēṣaḥ","voorhoofd",,,,,,,,,,,,,,,,
1,"MYXH/","מִצְחָה ","miṣḥāʰ","[*] scheen",,,,,,,,,,,,,,,,
1,"MYLH/","מְצִלָּה ","mᵊṣillāʰ","[*] kleine bel",,,,,,,,,,,,,,,,
13,"MYLTJM/","מְצִלְתַּיִם ","mᵊṣiltayim","cymbalen",,,,,,,,,,,,,,,,
12,"MYNPT/","מִצְנֶפֶת ","miṣnefet","tulband-achtige hoofdbedekking",,,,,,,,,,,,,,,,
1,"MY</","מַצָּע ","maṣṣāʕ","bank",,,,,,,,,,,,,,,,
3,"MY<D/","מִצְעָד ","miṣʕād","stap",,,,,,,,,,,,,,,,
6,"MY<R/","מִצְעָר ","miṣʕār","kleine hoeveelheid",,,,,,,,,,,,,,,,
6,"MYPH/","מִצְפֶּה I","miṣpeʰ","wachttoren",,,,,,,,,,,,,,,,
40,"MYPH=/","מִצְפָּה II","miṣpāʰ","Mispa",,,,,,,,,,,,,,,,
3,"MYPH==/","מִצְפֶּה III","miṣpeʰ","Mispe",,,,,,,,,,,,,,,,
1,"MYPWNJM/","מַצְפּוּנִים ","maṣpûnîm","verborgen schatten/schuilplaatsen",,,,,,,,,,,,,,,,
1,"MYY[","מצץ ","MṢṢ",,"slurpen",,,,,,,,,,,,,,,
3,"MYR/","מֵצַר ","mēṣar","leed, verdriet",,,,,,,,,,,,,,,,
30,"MYRJ/","מִצְרִי ","miṣrî","Egyptenaar",,,,,,,,,,,,,,,,
681,"MYRJM/","מִצְרַיִם ","miṣrayim","Egypte",,,,,,,,,,,,,,,,
2,"MYRP/","מַצְרֵף ","maṣrēf","smeltkroes",,,,,,,,,,,,,,,,
1,"MYT/","מַצֻּת ","maṣṣut","twist",,,,,,,,,,,,,,,,
2,"MQ/","מַק ","maq","stank",,,,,,,,,,,,,,,,
4,"MQBT/","מַקֶּבֶת I","maqqevet","hamer",,,,,,,,,,,,,,,,
1,"MQBT=/","מַקֶּבֶת II","maqqevet","holte",,,,,,,,,,,,,,,,
9,"MQDH/","מַקֵּדָה ","maqqēdāʰ","Makkeda",,,,,,,,,,,,,,,,
75,"MQDC/","מִקְדָּשׁ ","miqdāš","heiligdom",,,,,,,,,,,,,,,,
2,"MQHL/","מַקְהֵל ","maqhēl","[*] samenkomst",,,,,,,,,,,,,,,,
2,"MQHLT/","מַקְהֵלֹת ","maqhēlōt","Makhelot",,,,,,,,,,,,,,,,
5,"MQWH/","מִקְוֶה I","miqweʰ","verzameling",,,,,,,,,,,,,,,,
1,"MQWH=/","מִקְוָה II","miqwāʰ","resevoir",,,,,,,,,,,,,,,,
5,"MQWH==/","מִקְוֶה III","miqweʰ","hope",,,,,,,,,,,,,,,,
401,"MQWM/","מָקֹום ","māqôm","plaats",,,,,,,,,,,,,,,,
18,"MQWR/","מָקֹור ","māqôr","bron",,,,,,,,,,,,,,,,
1,"MQX/","מִקָּח ","miqqāḥ","[*] acceptatie",,,,,,,,,,,,,,,,
1,"MQXWT/","מַקָּחֹות ","maqqāḥôt","goederen",,,,,,,,,,,,,,,,
1,"MQVR/","מִקְטָר ","miqṭār","[*] wierook altaar",,,,,,,,,,,,,,,,
1,"MQVRWT/","מְקַטְּרֹות ","mᵊqaṭṭᵊrôt","wierook altaren",,,,,,,,,,,,,,,,
2,"MQVRT/","מִקְטֶרֶת ","miqṭeret","wierookvat",,,,,,,,,,,,,,,,
18,"MQL/","מַקֵּל ","maqqēl","stok, tak",,,,,,,,,,,,,,,,
4,"MQLWT/","מִקְלֹות ","miqlôt","Miklot",,,,,,,,,,,,,,,,
20,"MQLV/","מִקְלָט ","miqlāṭ","toevluchtsoord, asiel",,,,,,,,,,,,,,,,
4,"MQL<T/","מִקְלַעַת ","miqlaʕat","[*] houtsnijwerk",,,,,,,,,,,,,,,,
76,"MQNH/","מִקְנֶה I","miqneʰ","bezit, vee",,,,,,,,,,,,,,,,
15,"MQNH=/","מִקְנָה II","miqnāʰ","aankoop",,,,,,,,,,,,,,,,
2,"MQNJHW/","מִקְנֵיָהוּ ","miqnêāhû","Miknejahu",,,,,,,,,,,,,,,,
2,"MQSM/","מִקְסָם ","miqsām","[*] orakel",,,,,,,,,,,,,,,,
1,"MQY/","מָקַץ ","māqaṣ","Makas",,,,,,,,,,,,,,,,
12,"MQYW</","מִקְצֹועַ ","miqṣôₐʕ","hoek",,,,,,,,,,,,,,,,
1,"MQY<H/","מַקְצֻעָה ","maqṣuʕāʰ","mes (voor houtsnijwerk)",,,,,,,,,,,,,,,,
10,"MQQ[","מקק ","MQQ",,,"rotten; smelten, oplossen",,,,"doen rotten",,,,,,,,,,
23,"MQR>/","מִקְרָא ","miqrāˀ","oproep, samenkomst; lezing",,,,,,,,,,,,,,,,
10,"MQRH/","מִקְרֶה I","miqreʰ","lot, voorwaarde; kans",,,,,,,,,,,,,,,,
1,"MQRH=/","מְקָרֶה II","mᵊqāreʰ","balken",,,,,,,,,,,,,,,,
2,"MQRH==/","מְקֵרָה III","mᵊqērāʰ","koel",,,,,,,,,,,,,,,,
9,"MQCH/","מִקְשָׁה I","miqšāʰ","drijfwerk",,,,,,,,,,,,,,,,
2,"MQCH=/","מִקְשָׁה II","miqšāʰ","veld met komkommers",,,,,,,,,,,,,,,,
1,"MQCH==/","מִקְשֶׁה III","miqšeʰ","haarlokken",,,,,,,,,,,,,,,,
37,"MR/","מַר I","mar","bitter",,,,,,,,,,,,,,,,
1,"MR=/","מַר II","mar","stof",,,,,,,,,,,,,,,,
12,"MR==/","מֹר III","mōr","mirre",,,,,,,,,,,,,,,,
1,"MR>=[","מרא II","MRʔ",,"recalcitrant",,,,,,,,,,,,,,,
1,"MR>[","מרא I","MRʔ",,,,,,,"opspringen",,,,,,,,,,
103,"MR>H/","מַרְאֶה I","marʔeʰ","gezicht, verschijning; voorkomen",,,,,,,,,,,,,,,,
12,"MR>H=/","מַרְאָה II","marʔāʰ","gezicht, visioen",,,,,,,,,,,,,,,,
1,"MR>H==/","מֻרְאָה III","murʔāʰ","krop (onderdeel spijsverteringsstelsel vogels en insecten)",,,,,,,,,,,,,,,,
10,"MR>CWT/","מְרַאֲשֹׁות ","mᵊraˀᵃšôt","aan het hoofd van; ondersteuning van het hoofd",,,,,,,,,,,,,,,,
3,"MRB/","מֵרַב ","mērav","Merab",,,,,,,,,,,,,,,,
2,"MRBDJM/","מַרְבַדִּים ","marvaddîm","dekens",,,,,,,,,,,,,,,,
2,"MRBH/","מַרְבֶּה I","marbeʰ","veelvoud",,,,,,,,,,,,,,,,
1,"MRBH=/","מִרְבָּה II","mirbāʰ","[inexpl]",,,,,,,,,,,,,,,,
5,"MRBJT/","מַרְבִּית ","marbît","meerderheid, grootste deel; rente",,,,,,,,,,,,,,,,
1,"MRBY/","מִרְבָּץ I","mirbāṣ","rustplaats",,,,,,,,,,,,,,,,
1,"MRBY=/","מַרְבֵּץ II","marbēṣ","rustplaats",,,,,,,,,,,,,,,,
4,"MRBQ/","מַרְבֵּק ","marbēq","vetgemest",,,,,,,,,,,,,,,,
1,"MRGW</","מַרְגֹּועַ ","margôₐʕ","rustplaats",,,,,,,,,,,,,,,,
5,"MRGLT/","מַרְגְּלֹת ","margᵊlōt","[*] voeteneinde",,,,,,,,,,,,,,,,
1,"MRGMH/","מַרְגֵּמָה ","margēmāʰ","[dub]stapel",,,,,,,,,,,,,,,,
1,"MRG<H/","מַרְגֵּעָה ","margēʕāʰ","rustplaats",,,,,,,,,,,,,,,,
1,"MRD/","מֶרֶד I","mered","opstand",,,,,,,,,,,,,,,,
2,"MRD=/","מֶרֶד II","mered","Mered",,,,,,,,,,,,,,,,
25,"MRD[","מרד ","MRD",,"in opstand komen; (+prep ב) in opstand komen tegen",,,,,,,,,,,,,,,
1,"MRDWT/","מַרְדּוּת ","mardût","opstand",,,,,,,,,,,,,,,,
1,"MRDK/","מְרֹדָךְ ","mᵊrōdāx","Marduk",,,,,,,,,,,,,,,,
1,"MRDK_BL>DN/","מְרֹדַךְ בַּלְאֲדָן ","mᵊrōdax balʔᵃdān","Merodach-Baladan",,,,,,,,,,,,,,,,
60,"MRDKJ/","מָרְדְּכַי ","mārdᵊxay","Mordechai",,,,,,,,,,,,,,,,
1,"MRDP/","מֻרְדָּף ","murdāf","vervolging",,,,,,,,,,,,,,,,
2,"MRH/","מֹרָה I","mōrāʰ","bitterheid, zorg",,,,,,,,,,,,,,,,
5,"MRH=/","מָרָה II","mārāʰ","Mara",,,,,,,,,,,,,,,,
45,"MRH[","מרה ","MRH",,"weerspannig zijn, weerstreven",,,,,"weerspannig zijn, weerstreven",,,,,,,,,,
3,"MRWD/","מָרוּד ","mārûd","dakloosheid",,,,,,,,,,,,,,,,
1,"MRWZ/","מֵרֹוז ","mērôz","Meroz",,,,,,,,,,,,,,,,
1,"MRWX/","מָרֹוחַ ","mārôₐḥ","vermalen",,,,,,,,,,,,,,,,
54,"MRWM/","מָרֹום I","mārôm","hoogte",,,,,,,,,,,,,,,,
2,"MRWM=/","מֵרֹום II","mērôm","Merom",,,,,,,,,,,,,,,,
1,"MRWY/","מֵרֹוץ ","mērôṣ","wedstrijd",,,,,,,,,,,,,,,,
4,"MRWYH/","מְרוּצָה I","mᵊrûṣāʰ","manier van hardlopen",,,,,,,,,,,,,,,,
1,"MRWYH=/","מְרוּצָה II","mᵊrûṣāʰ","afpersing",,,,,,,,,,,,,,,,
1,"MRWQJM/","מְרוּקִים ","mᵊrûqîm","[*] schoonheidsbehandeling",,,,,,,,,,,,,,,,
1,"MRWT/","מָרֹות ","mārôt","Marot",,,,,,,,,,,,,,,,
2,"MRZX/","מַרְזֵחַ ","marzēₐḥ","[*] cultisch feest",,,,,,,,,,,,,,,,
1,"MRX[","מרח ","MRḤ",,"opbrengen",,,,,,,,,,,,,,,
6,"MRXB/","מֶרְחָב ","merḥāv","breedte, uitgestrektheid",,,,,,,,,,,,,,,,
18,"MRXQ/","מֶרְחָק ","merḥāq","afstand",,,,,,,,,,,,,,,,
2,"MRXCT/","מַרְחֶשֶׁת ","marḥešet","koekenpan",,,,,,,,,,,,,,,,
14,"MRV[","מרט ","MRṬ",,"epileren, slijpen","kaal worden",,"schoonvegen, glad zijn",,,,,"schoonvegen, glad zijn",,,,,,,
23,"MRJ/","מְרִי ","mᵊrî","van controversiële aard",,,,,,,,,,,,,,,,
8,"MRJ>/","מְרִיא ","mᵊrîʔ","mestvee",,,,,,,,,,,,,,,,
4,"MRJB_B<L/","מְרִיב בַּעַל ","mᵊrîv baʕal","Meribbaäl",,,,,,,,,,,,,,,,
6,"MRJBH/","מְרִיבָה I","mᵊrîvāʰ","ruzie",,,,,,,,,,,,,,,,
7,"MRJBH=/","מְרִיבָה II","mᵊrîvāʰ","Meriba",,,,,,,,,,,,,,,,
2,"MRJH/","מֹרִיָּה I","mōriyyāʰ","Moria",,,,,,,,,,,,,,,,
1,"MRJH=/","מְרָיָה II","mᵊrāyāʰ","Meraja",,,,,,,,,,,,,,,,
7,"MRJWT/","מְרָיֹות ","mᵊrāyôt","Merajot",,,,,,,,,,,,,,,,
15,"MRJM/","מִרְיָם ","miryām","Mirjam",,,,,,,,,,,,,,,,
1,"MRJRWT/","מְרִירוּת ","mᵊrîrût","bitterheid, verdriet",,,,,,,,,,,,,,,,
1,"MRJRJ/","מְרִירִי ","mᵊrîrî","bitter",,,,,,,,,,,,,,,,
1,"MRK/","מֹרֶךְ ","mōrex","wanhoop",,,,,,,,,,,,,,,,
3,"MRKB/","מֶרְכָּב ","merkāv","zadel, depot voor strijdwagens",,,,,,,,,,,,,,,,
39,"MRKBH/","מֶרְכָּבָה ","merkāvāʰ","wagen",,,,,,,,,,,,,,,,
5,"MRKBT/","מִרְכֶּבֶת ","mirkevet","wagen",,,,,,,,,,,,,,,,
1,"MRKLT/","מַרְכֹּלֶת ","markōlet","[*] dealer",,,,,,,,,,,,,,,,
39,"MRMH/","מִרְמָה I","mirmāʰ","list, bedrog, ontgoocheling",,,,,,,,,,,,,,,,
1,"MRMH=/","מִרְמָה II","mirmāʰ","Mirma",,,,,,,,,,,,,,,,
6,"MRMWT/","מְרֵמֹות ","mᵊrēmôt","Meremot",,,,,,,,,,,,,,,,
7,"MRMS/","מִרְמָס ","mirmās","vertrapt land",,,,,,,,,,,,,,,,
2,"MRNTJ/","מֵרֹנֹתִי ","mērōnōtî","uit Meronot",,,,,,,,,,,,,,,,
1,"MRS/","מֶרֶס ","meres","Meres",,,,,,,,,,,,,,,,
1,"MRSN>/","מַרְסְנָא ","marsᵊnāˀ","Marsena",,,,,,,,,,,,,,,,
8,"MR</","מֵרֵעַ I","mērēₐʕ","[*] boezemvriend",,,,,,,,,,,,,,,,
1,"MR<=/","מֵרַע II","mēraʕ","[*] slechtheid",,,,,,,,,,,,,,,,
13,"MR<H/","מִרְעֶה ","mirʕeʰ","weiland",,,,,,,,,,,,,,,,
10,"MR<JT/","מַרְעִית ","marʕît","(het) weiden, weide",,,,,,,,,,,,,,,,
1,"MR<LH/","מַרְעֲלָה ","marʕᵃlāʰ","Marala",,,,,,,,,,,,,,,,
13,"MRP>/","מַרְפֵּא I","marpēˀ","genezing, geneesmiddel",,,,,,,,,,,,,,,,
3,"MRP>=/","מַרְפֵּא II","marpēˀ","kalmte, vriendelijkheid",,,,,,,,,,,,,,,,
1,"MRPF/","מִרְפָּשׂ ","mirpāś","troebele waterplas",,,,,,,,,,,,,,,,
4,"MRY[","מרץ ","MRṢ",,,"slecht zijn, pijnlijk zijn",,,,"uitdagen",,,,,,,,,,
2,"MRY</","מַרְצֵעַ ","marṣēₐʕ","priem, scherpe naald",,,,,,,,,,,,,,,,
1,"MRYPT/","מַרְצֶפֶת ","marṣefet","plaveisel",,,,,,,,,,,,,,,,
3,"MRQ/","מָרָק ","mārāq","bouillin",,,,,,,,,,,,,,,,
3,"MRQ[","מרק ","MRQ",,"poetsen",,,"uitvegen",,,,,,,,,,,,
1,"MRQX/","מֶרְקָח ","merqāḥ","[*] geurende kruiden",,,,,,,,,,,,,,,,
2,"MRQXH/","מֶרְקָחָה ","merqāḥāʰ","zalfpot",,,,,,,,,,,,,,,,
3,"MRQXT/","מִרְקַחַת ","mirqaḥat","zalfmengsel",,,,,,,,,,,,,,,,
5,"MRR/","מָרֹר ","mārōr","bitter",,,,,,,,,,,,,,,,
17,"MRR[","מרר ","MRR",,"bitter zijn",,"verbitteren",,"woedend worden","verbitteren",,,,,,,,,,
1,"MRRH/","מְרֵרָה I","mᵊrērāʰ","[*] galblaas",,,,,,,,,,,,,,,,
2,"MRRH=/","מְרֹרָה II","mᵊrōrāʰ","galblaas; gif (vloeistof uit de galblaas)",,,,,,,,,,,,,,,,
1,"MRRJ/","מְרָרִי I","mᵊrārî","Merariet",,,,,,,,,,,,,,,,
39,"MRRJ=/","מְרָרִי II","mᵊrārî","Merari",,,,,,,,,,,,,,,,
1,"MRCH/","מָרֵשָׁה I","mārēšāʰ","Maresa",,,,,,,,,,,,,,,,
7,"MRCH=/","מָרֵשָׁה II","mārēšāʰ","Maresa",,,,,,,,,,,,,,,,
1,"MRC<T/","מִרְשַׁעַת ","miršaʕat","goddeloosheid",,,,,,,,,,,,,,,,
1,"MRTJM/","מְרָתַיִם ","mᵊrātayim","Merataïm",,,,,,,,,,,,,,,,
1,"MC/","מַשׁ ","maš","Mas",,,,,,,,,,,,,,,,
3,"MC>/","מַשָּׁא I","maššāˀ","schuld, rente",,,,,,,,,,,,,,,,
1,"MC>=/","מֵשָׁא II","mēšāˀ","Mesa",,,,,,,,,,,,,,,,
44,"MF>/","מַשָּׂא I","maśśāˀ","dragen, last",,,,,,,,,,,,,,,,
22,"MF>=/","מַשָּׂא II","maśśāˀ","last, godsspraak",,,,,,,,,,,,,,,,
1,"MF>==/","מַשֹּׂא III","maśśōˀ","partijdigheid",,,,,,,,,,,,,,,,
2,"MF>===/","מַשָּׂא IV","maśśāˀ","Massa",,,,,,,,,,,,,,,,
1,"MC>B/","מַשְׁאָב ","mašʔāv","drenkplaats",,,,,,,,,,,,,,,,
2,"MC>H/","מַשָּׁאָה ","maššāʔāʰ","leningsovereenkomst",,,,,,,,,,,,,,,,
1,"MF>H/","מַשָּׂאָה ","maśśāʔāʰ","verheffing",,,,,,,,,,,,,,,,
1,"MC>WN/","מַשָּׁאֹון ","maššāʔôn","misleiding",,,,,,,,,,,,,,,,
2,"MC>L/","מִשְׁאָל ","mišʔāl","Misal",,,,,,,,,,,,,,,,
2,"MC>LH/","מִשְׁאָלָה ","mišʔālāʰ","[*] verlangen",,,,,,,,,,,,,,,,
4,"MC>RT/","מִשְׁאֶרֶת ","mišʔeret","[*] doorkneden",,,,,,,,,,,,,,,,
16,"MF>T/","מַשְׂאֵת ","maśʔēt","opheffen; schatting, cadeau",,,,,,,,,,,,,,,,
9,"MCBYWT/","מִשְׁבְּצֹות ","mišbᵊṣôt","zettingen",,,,,,,,,,,,,,,,
5,"MCBR/","מִשְׁבָּר I","mišbār","[*]branding",,,,,,,,,,,,,,,,
3,"MCBR=/","מַשְׁבֵּר II","mašbēr","baarmoedermond",,,,,,,,,,,,,,,,
1,"MCBT/","מִשְׁבָּת ","mišbāt"," [*] ondergang",,,,,,,,,,,,,,,,
17,"MFGB/","מִשְׂגָּב ","miśgāv","hoge plaats, [God] toevlucht",,,,,,,,,,,,,,,,
1,"MCGH/","מִשְׁגֶּה ","mišgeʰ","onbedoelde fout",,,,,,,,,,,,,,,,
1,"MCH/","מַשֶּׁה I","maššeʰ","[*] lening",,,,,,,,,,,,,,,,
766,"MCH=/","מֹשֶׁה II","mōšeʰ","Moses",,,,,,,,,,,,,,,,
3,"MCH[","משׁה ","MŠH",,"uittrekken",,,,,"uittrekken",,,,,,,,,,
3,"MCW>H/","מְשֹׁואָה ","mᵊšôʔāʰ","vlakte",,,,,,,,,,,,,,,,
2,"MCW>WT/","מַשּׁוּאֹות ","maššûʔôt","misleiding",,,,,,,,,,,,,,,,
1,"MCWBB/","מְשֹׁובָב ","mᵊšôvāv","Mesobab",,,,,,,,,,,,,,,,
12,"MCWBH/","מְשׁוּבָה ","mᵊšûvāʰ","afvalligheid",,,,,,,,,,,,,,,,
1,"MCWGH/","מְשׁוּגָה ","mᵊšûgāʰ","onbedoelde zonde",,,,,,,,,,,,,,,,
2,"MCWV/","מָשֹׁוט ","māšôṭ","roer",,,,,,,,,,,,,,,,
1,"MFWKH/","מְשׂוּכָּה ","mᵊśûkkāʰ","doornstruik",,,,,,,,,,,,,,,,
1,"MFWR/","מַשֹּׂור ","maśśôr","zaag",,,,,,,,,,,,,,,,
4,"MFWRH/","מְשׂוּרָה ","mᵊśûrāʰ","maateenheid voor vloeistof",,,,,,,,,,,,,,,,
17,"MFWF/","מָשֹׂושׂ ","māśôś","vreugde",,,,,,,,,,,,,,,,
69,"MCX[","משׁח ","MŠḤ",,"zalven","gezalfd worden",,,,,,,,,,,,,,
21,"MCXH/","מִשְׁחָה I","mišḥāʰ","zalving",,,,,,,,,,,,,,,,
2,"MCXH=/","מָשְׁחָה II","māšḥāʰ","zalving",,,,,,,,,,,,,,,,
2,"MCXH==/","מִשְׁחָה III","mišḥāʰ","deel",,,,,,,,,,,,,,,,
1,"MCXH===/","מָשְׁחָה IV","māšḥāʰ","deel",,,,,,,,,,,,,,,,
17,"MCXJT/","מַשְׁחִית ","mašḥît","stoottroepen, verwoesting, val voor vogels",,,,,,,,,,,,,,,,
1,"MFXQ/","מִשְׂחָק ","miśḥāq","gelach",,,,,,,,,,,,,,,,
1,"MCXR/","מִשְׁחָר ","mišḥār","morgenrood",,,,,,,,,,,,,,,,
1,"MCXT/","מַשְׁחֵת I","mašḥēt","[*] vernietiging",,,,,,,,,,,,,,,,
1,"MCXT=/","מִשְׁחָת II","mišḥāt","[+ מאיש] onmenselijk verminkt",,,,,,,,,,,,,,,,
1,"MCXT==/","מָשְׁחָת III","māšḥāt","fout, smet",,,,,,,,,,,,,,,,
1,"MCVWX/","מִשְׁטֹוחַ ","mišṭôₐḥ","droogplaats",,,,,,,,,,,,,,,,
2,"MCVX/","מִשְׁטָח ","mišṭāḥ","[*] droogplaats",,,,,,,,,,,,,,,,
2,"MFVMH/","מַשְׂטֵמָה ","maśṭēmāʰ","vervolging",,,,,,,,,,,,,,,,
1,"MCVR/","מִשְׁטָר ","mišṭār","[*] sterren aan de hemel",,,,,,,,,,,,,,,,
2,"MCJ/","מֶשִׁי ","mešî","fijne stof",,,,,,,,,,,,,,,,
3,"MCJZB>L/","מְשֵׁיזַבְאֵל ","mᵊšêzavʔēl","Mesezabel",,,,,,,,,,,,,,,,
39,"MCJX/","מָשִׁיחַ ","māšîₐḥ","gezalfd, gezalfde",,,,,,,,,,,,,,,,
2,"MCK/","מֶשֶׁךְ I","mešex","leren tas",,,,,,,,,,,,,,,,
9,"MCK=/","מֶשֶׁךְ II","mešex","Mesech",,,,,,,,,,,,,,,,
36,"MCK[","משׁך ","MŠX",,"pakken, trekken","zichzelf wegtrekken, aarzelen",,"opgeschort, uitgestrekt",,,,,,,,,,,,
46,"MCKB/","מִשְׁכָּב ","miškāv","bed, huwelijksbed",,,,,,,,,,,,,,,,
1,"MFKH/","מְשֻׂכָה ","mᵊśuxāʰ","doornstruik",,,,,,,,,,,,,,,,
1,"MCKWT/","מֹשְׁכֹות ","mōšᵊxôt","armband, keten",,,,,,,,,,,,,,,,
14,"MFKJL/","מַשְׂכִּיל ","maśkîl","cultus-lied",,,,,,,,,,,,,,,,
6,"MFKJT/","מַשְׂכִּית ","maśkît","afbeelding, sculptuur",,,,,,,,,,,,,,,,
139,"MCKN/","מִשְׁכָּן ","miškān","verblijfplaats ",,,,,,,,,,,,,,,,
4,"MFKRT/","מַשְׂכֹּרֶת ","maśkōret","loon",,,,,,,,,,,,,,,,
39,"MCL/","מָשָׁל I","māšāl","spreuk",,,,,,,,,,,,,,,,
2,"MCL=/","מֹשֶׁל II","mōšel","heerschappij",,,,,,,,,,,,,,,,
1,"MCL==/","מֹשֶׁל III","mōšel","gelijkenis",,,,,,,,,,,,,,,,
1,"MCL===/","מָשָׁל IV","māšāl","Masal",,,,,,,,,,,,,,,,
18,"MCL=[","משׁל II","MŠL",,"een uitdrukking formuleren, een gelijkenis tonen","gelijk zijn, hetzelfde worden","een raadsel poneren",,"gelijk worden aan iets","vergelijken",,,,,,,,,,
80,"MCL[","משׁל I","MŠL",,"heersen",,,,,"iemand meester maken over, heerschappij voeren",,,,,,,,,,
