"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
1,"YNH==/","צִנָּה III","ṣinnāʰ","Kälte",,,,,,,,,,,,,,,,
1,"YNW</","צָנוּעַ ","ṣānûₐʕ","demütig",,,,,,,,,,,,,,,,
2,"YNWR/","צִנֹּור ","ṣinnôr","Wasserstrahl?",,,,,,,,,,,,,,,,
3,"YNX[","צנח ","ṢNḤ",,"hinabsteigen; eindringen",,,,,,,,,,,,,,,
2,"YNJNJM/","צְנִינִים ","ṣᵊnînîm","Stacheln",,,,,,,,,,,,,,,,
4,"YNJP/","צָנִיף ","ṣānîf","Kopfbund",,,,,,,,,,,,,,,,
1,"YNJPH/","צְנִיפָה ","ṣᵊnîfāʰ","Kopfbund",,,,,,,,,,,,,,,,
1,"YNM/","צָנֻם ","ṣānum","hart, unfruchtbar",,,,,,,,,,,,,,,,
1,"YNN/","צְנָן ","ṣᵊnān","Zenan",,,,,,,,,,,,,,,,
1,"YN<[","צנע ","ṢNʕ",,,,,,,"demütig sein",,,,,,,,,,
3,"YNP[","צנף ","ṢNF",,"zusammenwinden, umwickeln",,,,,,,,,,,,,,,
1,"YNPH/","צְנֵפָה ","ṣᵊnēfāʰ","Wickel",,,,,,,,,,,,,,,,
1,"YNYNT/","צִנְצֶנֶת ","ṣinṣenet","Krug?",,,,,,,,,,,,,,,,
1,"YNTRWT/","צַנְתְּרֹות ","ṣantᵊrôt","Röhren",,,,,,,,,,,,,,,,
14,"Y<D/","צַעַד ","ṣaʕad","Schritt; Schreiten",,,,,,,,,,,,,,,,
8,"Y<D[","צעד ","ṢʕD",,"schreiten",,,,,"schreiten lassen",,,,,,,,,,
3,"Y<DH/","צְעָדָה ","ṣᵊʕādāʰ","Schreiten; Schrittkettchen",,,,,,,,,,,,,,,,
5,"Y<H[","צעה ","ṢʕH",,"gefesselt sein; sich spreizen; neigen; Küfer",,"ausschütten; Küfer",,,,,,,,,,,,,
3,"Y<JP/","צָעִיף ","ṣāʕîf","Umlegtuch",,,,,,,,,,,,,,,,
22,"Y<JR/","צָעִיר I","ṣāʕîr","klein, jung",,,,,,,,,,,,,,,,
1,"Y<JR=/","צָעִיר II","ṣāʕîr","Zair",,,,,,,,,,,,,,,,
2,"Y<JRH/","צְעִירָה ","ṣᵊʕîrāʰ","geringes Alter",,,,,,,,,,,,,,,,
7,"Y<N/","צֹעַן ","ṣōʕan","Zoan",,,,,,,,,,,,,,,,
1,"Y<N[","צען ","ṢʕN",,"zusammenpacken",,,,,,,,,,,,,,,
2,"Y<NNJM/","צַעֲנַנִּים ","ṣaʕᵃnannîm","Zaanannim",,,,,,,,,,,,,,,,
1,"Y<Y<JM/","צַעֲצֻעִים ","ṣaʕᵃṣuʕîm","Gegossenes",,,,,,,,,,,,,,,,
55,"Y<Q[","צעק ","ṢʕQ",,"schreien; rufen","aufgeboten werden","schreien",,,"aufbieten",,,,,,,,,,
21,"Y<QH/","צְעָקָה ","ṣᵊʕāqāʰ","Geschrei, Ruf",,,,,,,,,,,,,,,,
10,"Y<R/","צֹעַר ","ṣōʕar","Zoar",,,,,,,,,,,,,,,,
3,"Y<R[","צער ","ṢʕR",,"klein, gering sein",,,,,,,,,,,,,,,
1,"YPD[","צפד ","ṢFD",,"schrumpfen",,,,,,,,,,,,,,,
1,"YPH/","צָפָה ","ṣāfāʰ","Ausfluss?",,,,,,,,,,,,,,,,
47,"YPH=[","צפה II","ṢFH",,"hinbreiten?",,"überziehen, belegen","überzogen sein",,,,,,,,,,,,
37,"YPH[","צפה I","ṢFH",,"spähen, Wache halten, auflauern",,"ausschauen",,,,,,,,,,,,,
2,"YPW/","צְפֹו ","ṣᵊfô","Zefo",,,,,,,,,,,,,,,,
5,"YPWJ/","צִפּוּי ","ṣippûy","Überzug",,,,,,,,,,,,,,,,
152,"YPWN/","צָפֹון I","ṣāfôn","Norden; Nordwind",,,,,,,,,,,,,,,,
2,"YPWN=/","צָפֹון II","ṣāfôn","Zafon",,,,,,,,,,,,,,,,
1,"YPWN==/","צְפֹון III","ṣᵊfôn","Zifjon",,,,,,,,,,,,,,,,
1,"YPWNJ/","צְפֹונִי I","ṣᵊfônî","Zifjoniter",,,,,,,,,,,,,,,,
1,"YPWNJ=/","צְפֹונִי II","ṣᵊfônî","nördlich",,,,,,,,,,,,,,,,
40,"YPWR/","צִפֹּור I","ṣippôr","Vogel; Vögel",,,,,,,,,,,,,,,,
7,"YPWR=/","צִפֹּור II","ṣippôr","Zippor",,,,,,,,,,,,,,,,
7,"YPXT/","צַפַּחַת ","ṣappaḥat","Krug, Flasche",,,,,,,,,,,,,,,,
1,"YPJ/","צְפִי ","ṣᵊfî","Zefo",,,,,,,,,,,,,,,,
1,"YPJH/","צִפִּיָּה ","ṣippiyyāʰ","Warte",,,,,,,,,,,,,,,,
1,"YPJWN/","צִפְיֹון ","ṣifyôn","Zifjon",,,,,,,,,,,,,,,,
1,"YPJXT/","צַפִּיחִת ","ṣappîḥit","flaches Gebäck",,,,,,,,,,,,,,,,
1,"YPJ</","צָפִיעַ ","ṣāfîₐʕ","Mist",,,,,,,,,,,,,,,,
1,"YPJ<H/","צְפִיעָה ","ṣᵊfîʕāʰ","Schösslinge?; Blatt?",,,,,,,,,,,,,,,,
6,"YPJR/","צָפִיר ","ṣāfîr","Ziegenbock",,,,,,,,,,,,,,,,
3,"YPJRH/","צְפִירָה ","ṣᵊfîrāʰ","Gewinde, Kranz; Niedergang?",,,,,,,,,,,,,,,,
1,"YPJT/","צָפִית ","ṣāfît","Polster?",,,,,,,,,,,,,,,,
32,"YPN[","צפן ","ṢFN",,"verbergen, aufbewahren; sich verbergen, lauern","verborgen, aufbewahrt sein",,,,"verbergen",,,,,,,,,,
8,"YPNJH/","צְפַנְיָה ","ṣᵊfanyāʰ","Zefanja",,,,,,,,,,,,,,,,
2,"YPNJHW/","צְפַנְיָהוּ ","ṣᵊfanyāhû","Zefanja",,,,,,,,,,,,,,,,
1,"YPNT_P<NX/","צָפְנַת פַּעְנֵחַ ","ṣāfnat paʕnēₐḥ","Zafenat-Paneach",,,,,,,,,,,,,,,,
1,"YP</","צֶפַע ","ṣefaʕ","<giftige Schlange>, Viper?",,,,,,,,,,,,,,,,
4,"YP<NJ/","צִפְעֹנִי ","ṣifʕōnî","giftige Schlange, Viper",,,,,,,,,,,,,,,,
4,"YPP[","צפף ","ṢFF",,,,"zirpen, flüstern",,,,,,,,,,,,,
1,"YPYPH/","צַפְצָפָה ","ṣafṣāfāʰ","Weide",,,,,,,,,,,,,,,,
4,"YPR/","צֹפַר ","ṣōfar","Zofar",,,,,,,,,,,,,,,,
1,"YPR[","צפר ","ṢFR",,"<unklar>",,,,,,,,,,,,,,,
13,"YPRD</","צְפַרְדֵּעַ ","ṣᵊfardēₐʕ","Frosch; Frösche",,,,,,,,,,,,,,,,
3,"YPRH/","צִפֹּרָה ","ṣippōrāʰ","Zippora",,,,,,,,,,,,,,,,
2,"YPRN/","צִפֹּרֶן ","ṣippōren","Nagel; Griffelspitze",,,,,,,,,,,,,,,,
1,"YPT/","צֶפֶת I","ṣefet","Kapitäl",,,,,,,,,,,,,,,,
1,"YPT=/","צְפַת II","ṣᵊfat","Zefat",,,,,,,,,,,,,,,,
1,"YPTH/","צְפַתָה ","ṣᵊfatāʰ","Zefata",,,,,,,,,,,,,,,,
15,"YQLG/","צִקְלַג ","ṣiqlag","Ziklag",,,,,,,,,,,,,,,,
1,"YQLWN/","צִקָּלֹון ","ṣiqqālôn","<unklar>",,,,,,,,,,,,,,,,
31,"YR/","צַר I","ṣar","eng",,,,,,,,,,,,,,,,
71,"YR=/","צַר II","ṣar","Bedränger, Feind",,,,,,,,,,,,,,,,
4,"YR==/","צֹר III","ṣōr","Kiesel; Steinmesser",,,,,,,,,,,,,,,,
1,"YR===/","צַר IV","ṣar","Kiesel",,,,,,,,,,,,,,,,
42,"YR====/","צֹר V","ṣōr","Tyrus",,,,,,,,,,,,,,,,
1,"YR=====/","צֵר VI","ṣēr","Zer",,,,,,,,,,,,,,,,
1,"YRB/","צָרָב ","ṣārāv","sengend",,,,,,,,,,,,,,,,
1,"YRB[","צרב ","ṢRV",,,"versengt werden",,,,,,,,,,,,,,
2,"YRBT/","צָרֶבֶת ","ṣārevet","Versengung; Narbe",,,,,,,,,,,,,,,,
2,"YRDH/","צְרֵדָה ","ṣᵊrēdāʰ","Zereda",,,,,,,,,,,,,,,,
72,"YRH/","צָרָה I","ṣārāʰ","Not",,,,,,,,,,,,,,,,
1,"YRH=/","צָרָה II","ṣārāʰ","Nebenfrau",,,,,,,,,,,,,,,,
26,"YRWJH/","צְרוּיָה ","ṣᵊrûyāʰ","Zeruja",,,,,,,,,,,,,,,,
1,"YRW<H/","צְרוּעָה ","ṣᵊrûʕāʰ","Zerua",,,,,,,,,,,,,,,,
7,"YRWR/","צְרֹור I","ṣᵊrôr","Beutel",,,,,,,,,,,,,,,,
2,"YRWR=/","צְרֹור II","ṣᵊrôr","Steinchen",,,,,,,,,,,,,,,,
1,"YRWR==/","צְרֹור III","ṣᵊrôr","Zeror",,,,,,,,,,,,,,,,
2,"YRX[","צרח ","ṢRḤ",,"schreien",,,,,"den Kriegsruf erheben",,,,,,,,,,
6,"YRJ/","צֳרִי I","ṣᵒrî","Mastixharz",,,,,,,,,,,,,,,,
5,"YRJ=/","צֹרִי II","ṣōrî","Tyrer",,,,,,,,,,,,,,,,
1,"YRJ==/","צְרִי III","ṣᵊrî","Zeri",,,,,,,,,,,,,,,,
4,"YRJX/","צְרִיחַ ","ṣᵊrîₐḥ","Keller, Gewölbe",,,,,,,,,,,,,,,,
1,"YRK/","צֹרֶךְ ","ṣōrex","Bedarf",,,,,,,,,,,,,,,,
20,"YR<[","צרע ","ṢRʕ",,"von Hautkrankheit betroffen",,,"von Hautkrankheit betroffen",,,,,,,,,,,,
3,"YR<H/","צִרְעָה I","ṣirʕāʰ","Entmutigung",,,,,,,,,,,,,,,,
10,"YR<H=/","צָרְעָה II","ṣārʕāʰ","Zora",,,,,,,,,,,,,,,,
1,"YR<J/","צָרְעִי ","ṣārʕî","Zoratiter",,,,,,,,,,,,,,,,
35,"YR<T/","צָרַעַת ","ṣāraʕat","Hautkrankheit",,,,,,,,,,,,,,,,
2,"YR<TJ/","צָרְעָתִי ","ṣārʕātî","Zoratiter",,,,,,,,,,,,,,,,
33,"YRP[","צרף ","ṢRF",,"schmelzen, läutern, sichten; Feinschmied","geläutert werden","läutern",,,,,,,,,,,,,
1,"YRPJ/","צֹרְפִי ","ṣōrᵊfî","Gilde der Feinschmiede",,,,,,,,,,,,,,,,
3,"YRPT/","צָרְפַת ","ṣārfat","Sarepta",,,,,,,,,,,,,,,,
28,"YRR=[","צרר II","ṢRR",,"anfeinden",,,,,,,,,,,,,,,
43,"YRR[","צרר I","ṢRR",,"einwickeln, zusammenbinden",,,"umwickelt sein",,"bedrängen; Kindsnot haben",,,,,,,,,,
1,"YRRH/","צְרֵרָה ","ṣᵊrērāʰ","Zereda",,,,,,,,,,,,,,,,
1,"YRT/","צֶרֶת ","ṣeret","Zeret",,,,,,,,,,,,,,,,
1,"YRT_HCXR/","צֶרֶת הַשַּׁחַר ","ṣeret haššaḥar","Zeret-Schahar",,,,,,,,,,,,,,,,
3,"YRTN/","צָרְתָן ","ṣārtān","Zaretan",,,,,,,,,,,,,,,,
1,"Q>/","קֵא ","qēˀ","Erbrochenes",,,,,,,,,,,,,,,,
5,"Q>T/","קָאַת ","qāʔat","<unreiner Vogel>, Pelikan?; Eule?",,,,,,,,,,,,,,,,
1,"QB/","קַב ","qav","Kab <Hohlmaß>",,,,,,,,,,,,,,,,
14,"QBB[","קבב ","QVV",,"verfluchen",,,,,,,,,,,,,,,
2,"QBH/","קֵבָה I","qēvāʰ","Labmagen; Bauch",,,,,,,,,,,,,,,,
1,"QBH=/","קֻבָּה II","qubbāʰ","gewölbtes Zelt",,,,,,,,,,,,,,,,
1,"QBWY/","קִבּוּץ ","qibbûṣ","Sammlung?",,,,,,,,,,,,,,,,
14,"QBWRH/","קְבוּרָה ","qᵊvûrāʰ","Grab; Begräbnis",,,,,,,,,,,,,,,,
1,"QBL/","קְבֹל I","qᵊvōl","Sturmbock?",,,,,,,,,,,,,,,,
1,"QBL=/","קָבָלְ־ II","qāvāl-","in Gegenwart (des Volkes)?",,,,,,,,,,,,,,,,
13,"QBL[","קבל ","QVL",,,,"entgegennehmen, annehmen",,,"gegenüberstehen",,,,,,,,,,
6,"QB<[","קבע ","QVʕ",,"hintergehen; berauben",,,,,,,,,,,,,,,
2,"QB<T/","קֻבַּעַת ","qubbaʕat","Becher",,,,,,,,,,,,,,,,
127,"QBY[","קבץ ","QVṢ",,"sammeln, versammeln","gesammelt werden, sich sammeln","sammeln, versammeln","gesammelt werden","sich versammeln",,,,,,,,,,,
3,"QBY>L/","קַבְצְאֵל ","qavṣᵊʔēl","Kabzeel",,,,,,,,,,,,,,,,
1,"QBYH/","קְבֻצָה ","qᵊvuṣāʰ","Einsammeln",,,,,,,,,,,,,,,,
1,"QBYJM/","קִבְצַיִם ","qivṣayim","Kibzajim",,,,,,,,,,,,,,,,
67,"QBR/","קֶבֶר ","qever","Grab",,,,,,,,,,,,,,,,
133,"QBR[","קבר ","QVR",,"begraben","begraben werden","viele zugleich begraben","begraben werden",,,,,,,,,,,,
5,"QBRWT_HT>WH/","קִבְרֹות הַתַּאֲוָה ","qivrôt hattaˀᵃwāʰ","Kibrot-Taawa",,,,,,,,,,,,,,,,
1,"QD/","קֵד ","qēd","Feuerstelle?",,,,,,,,,,,,,,,,
15,"QDD[","קדד ","QDD",,"niederknien",,,,,,,,,,,,,,,
2,"QDH/","קִדָּה ","qiddāʰ","Zimt",,,,,,,,,,,,,,,,
1,"QDWMJM/","קְדוּמִים ","qᵊdûmîm","<unklar>",,,,,,,,,,,,,,,,
116,"QDWC/","קָדֹושׁ ","qādôš","heilig, ausgesondert",,,,,,,,,,,,,,,,
5,"QDX[","קדח ","QDḤ",,"anzünden; sich entzünden",,,,,,,,,,,,,,,
2,"QDXT/","קַדַּחַת ","qaddaḥat","Fieber",,,,,,,,,,,,,,,,
69,"QDJM/","קָדִים ","qādîm","Osten; Ostwind",,,,,,,,,,,,,,,,
87,"QDM/","קֶדֶם ","qedem","vorn; Osten; vordem; Vorzeit",,,,,,,,,,,,,,,,
26,"QDM[","קדם ","QDM",,,,"vorangehen; begegnen; früh, das erste Mal tun",,,"<unklar>",,,,,,,,,,
4,"QDMH/","קִדְמָה I","qidmāʰ","gegenüber von",,,,,,,,,,,,,,,,
6,"QDMH=/","קַדְמָה II","qadmāʰ","frühere Lage",,,,,,,,,,,,,,,,
2,"QDMH==/","קֵדְמָה III","qēdᵊmāʰ","Kedma",,,,,,,,,,,,,,,,
1,"QDMWN/","קַדְמֹון ","qadmôn","östlich",,,,,,,,,,,,,,,,
4,"QDMWT/","קְדֵמֹות ","qᵊdēmôt","Kedemot",,,,,,,,,,,,,,,,
8,"QDMJ>L/","קַדְמִיאֵל ","qadmîʔēl","Kadmiël",,,,,,,,,,,,,,,,
10,"QDMNJ/","קַדְמֹנִי I","qadmōnî","östlich; früher",,,,,,,,,,,,,,,,
1,"QDMNJ=/","קַדְמֹנִי II","qadmōnî","Kadmoniter",,,,,,,,,,,,,,,,
11,"QDQD/","קָדְקֹד ","qādqōd","Scheitel",,,,,,,,,,,,,,,,
12,"QDR/","קֵדָר ","qēdār","Kedar",,,,,,,,,,,,,,,,
17,"QDR[","קדר ","QDR",,"sich verfinstern; trauernd, schmutzig sein",,,,"sich verfinstern","verfinstern; trauern lassen",,,,,,,,,,
11,"QDRWN/","קִדְרֹון ","qidrôn","Kidron",,,,,,,,,,,,,,,,
1,"QDRWT/","קַדְרוּת ","qadrût","Finsternis",,,,,,,,,,,,,,,,
1,"QDRNJT","קְדֹרַנִּית ","qᵊdōrannît","in Trauer",,,,,,,,,,,,,,,,
469,"QDC/","קֹדֶשׁ I","qōdeš","Heiligkeit, etwas Heiliges",,,,,,,,,,,,,,,,
11,"QDC=/","קָדֵשׁ II","qādēš","Kultprostituierte(r)",,,,,,,,,,,,,,,,
18,"QDC==/","קָדֵשׁ III","qādēš","Kadesch",,,,,,,,,,,,,,,,
12,"QDC===/","קֶדֶשׁ IV","qedeš","Kedesch",,,,,,,,,,,,,,,,
171,"QDC[","קדשׁ ","QDŠ",,"heilig, ausgesondert sein","sich als heilig erweisen; als heilig behandelt werden","heilig machen, für heilig erklären","geheiligt sein","sich heilig erweisen; sich reinigen; geheiligt werden","heiligen, für heilig erklären; als heilig behandeln",,,,,,,,,,
10,"QDC_BRN</","קָדֵשׁ בַּרְנֵעַ ","qādēš barnēₐʕ","Kadesch-Barnea",,,,,,,,,,,,,,,,
4,"QHH[","קהה ","QHH",,"stumpf werden",,"stumpf werden",,,,,,,,,,,,,
123,"QHL/","קָהָל ","qāhāl","Versammlung, Gemeinde",,,,,,,,,,,,,,,,
39,"QHL[","קהל ","QHL",,,"sich versammeln",,,,"versammeln, einberufen",,,,,,,,,,
2,"QHLH/","קְהִלָּה ","qᵊhillāʰ","Versammlung, Gemeinde",,,,,,,,,,,,,,,,
7,"QHLT/","קֹהֶלֶת ","qōhelet","Redner in Versammlung",,,,,,,,,,,,,,,,
2,"QHLTH/","קְהֵלָתָה ","qᵊhēlātāʰ","Kehelata",,,,,,,,,,,,,,,,
32,"QHT/","קְהָת ","qᵊhāt","Kehat",,,,,,,,,,,,,,,,
15,"QHTJ/","קְהָתִי ","qᵊhātî","Kehatiter",,,,,,,,,,,,,,,,
13,"QW/","קָו I","qāw","Schnur; Messschnur",,,,,,,,,,,,,,,,
8,"QW=/","קַו II","qaw","<klangäffende Bildung>",,,,,,,,,,,,,,,,
4,"QW==/","קַו III","qaw","Spannkraft",,,,,,,,,,,,,,,,
2,"QW>/","קְוֵא ","qᵊwēˀ","Koë",,,,,,,,,,,,,,,,
2,"QWB</","קֹובַע ","qôvaʕ","Helm",,,,,,,,,,,,,,,,
2,"QWH=[","קוה II","QWH",,,"sich sammeln",,,,,,,,,,,,,,
46,"QWH[","קוה I","QWH",,"warten, hoffen",,"warten, hoffen auf; auflauern",,,,,,,,,,,,,
7,"QWV[","קוט ","QWṬ",,"sich ekeln","sich ekeln",,,"sich ekeln",,,,,,,,,,,
1,"QWJ/","קֹוי ","qôy","<unklar>",,,,,,,,,,,,,,,,
505,"QWL/","קֹול ","qôl","Laut, Stimme, Ruf",,,,,,,,,,,,,,,,
2,"QWLJH/","קֹולָיָה ","qôlāyāʰ","Kolaja",,,,,,,,,,,,,,,,
629,"QWM[","קום ","QWM",,"aufstehen, sich erheben, stehen bleiben",,"aufrichten, bekräftigen",,"aufstehen, sich erheben, stehen bleiben","aufrichten; ausführen; aufstehen machen","aufgerichtet werden; ausgeführt werden",,,,,,,,,
45,"QWMH/","קֹומָה ","qômāʰ","Höhe",,,,,,,,,,,,,,,,
1,"QWMMJWT/","קֹומְמִיּוּת ","qômmiyyût","aufrecht",,,,,,,,,,,,,,,,
1,"QW</","קֹועַ ","qôₐʕ","Koa",,,,,,,,,,,,,,,,
2,"QWP/","קֹוף ","qôf","Affe",,,,,,,,,,,,,,,,
11,"QWY/","קֹוץ I","qôṣ","Dorngestrüpp",,,,,,,,,,,,,,,,
1,"QWY=/","קֹוץ II","qôṣ","Dornen",,,,,,,,,,,,,,,,
6,"QWY==/","קֹוץ III","qôṣ","Koz",,,,,,,,,,,,,,,,
2,"QWY=[","קוץ II","QWṢ",,,,,,,"auseinander klaffen; auseinander reißen",,,,,,,,,,
8,"QWY[","קוץ I","QWṢ",,"Ekel, Grauen empfinden",,,,,,,,,,,,,,,
2,"QWYWT/","קְוֻצֹּות ","qᵊwuṣṣôt","Locken",,,,,,,,,,,,,,,,
2,"QWR/","קוּר ","qûr","Faden",,,,,,,,,,,,,,,,
2,"QWR[","קור ","QWR",,"graben",,,,,,,,,,,,,,,
3,"QWR>/","קֹורֵא ","qôrēˀ","Kore",,,,,,,,,,,,,,,,
5,"QWRH/","קֹורָה ","qôrāʰ","Balk, Gebälk",,,,,,,,,,,,,,,,
1,"QWC[","קושׁ ","QWŠ",,"Fallen stellen",,,,,,,,,,,,,,,
1,"QWCJHW/","קוּשָׁיָהוּ ","qûšāyāhû","Kuschaja",,,,,,,,,,,,,,,,
1,"QX/","קָח ","qāḥ","Weide",,,,,,,,,,,,,,,,
1,"QV/","קָט ","qāṭ","nur?; klein?",,,,,,,,,,,,,,,,
4,"QVB/","קֶטֶב ","qeṭev","Verderben, Seuche",,,,,,,,,,,,,,,,
1,"QVWRH/","קְטֹורָה I","qᵊṭôrāʰ","Räucherung",,,,,,,,,,,,,,,,
4,"QVWRH=/","קְטוּרָה II","qᵊṭûrāʰ","Ketura",,,,,,,,,,,,,,,,
1,"QVL/","קֶטֶל ","qeṭel","Mord",,,,,,,,,,,,,,,,
3,"QVL[","קטל ","QṬL",,"töten",,,,,,,,,,,,,,,
54,"QVN/","קָטֹן I","qāṭōn","klein, gering; jung",,,,,,,,,,,,,,,,
47,"QVN=/","קָטָן II","qāṭān","klein, gering; jung",,,,,,,,,,,,,,,,
2,"QVN==/","קֹטֶן III","qōṭen","der Kleine",,,,,,,,,,,,,,,,
1,"QVN===/","קָטָן IV","qāṭān","Katan",,,,,,,,,,,,,,,,
4,"QVN[","קטן ","QṬN",,"klein, gering sein",,,,,"klein machen",,,,,,,,,,
5,"QVP[","קטף ","QṬF",,"pflücken, abreißen","abgerissen werden",,,,,,,,,,,,,,
1,"QVR/","קִטֵּר ","qiṭṭēr","Opferrauch?",,,,,,,,,,,,,,,,
115,"QVR[","קטר ","QṬR",,,,"als Rauch aufsteigen lassen","in Rauch aufgehen gelassen werden",,"in Rauch aufsteigen lassen","in Rauch aufgehen, geopfert werden",,,,,,,,,
1,"QVRWN/","קִטְרֹון ","qiṭrôn","Kitron",,,,,,,,,,,,,,,,
1,"QVRWT/","קְטֻרֹות ","qᵊṭurôt","<unklar>",,,,,,,,,,,,,,,,
60,"QVRT/","קְטֹרֶת ","qᵊṭōret","Opferrauch; Räucherwerk",,,,,,,,,,,,,,,,
1,"QVT/","קַטָּת ","qaṭṭāt","Kattat",,,,,,,,,,,,,,,,
3,"QJ>/","קִיא ","qîʔ","Erbrochenes",,,,,,,,,,,,,,,,
8,"QJ>[","קיא ","QYʔ",,"erbrechen",,,,,"erbrechen",,,,,,,,,,
1,"QJH[","קיה ","QYH",,"erbrechen",,,,,,,,,,,,,,,
4,"QJVWR/","קִיטֹור ","qîṭôr","Rauch",,,,,,,,,,,,,,,,
1,"QJM/","קִים ","qîm","Gegner",,,,,,,,,,,,,,,,
1,"QJMH/","קִימָה ","qîmāʰ","Aufstehen",,,,,,,,,,,,,,,,
1,"QJN/","קַיִן I","qayin","Spieß",,,,,,,,,,,,,,,,
16,"QJN=/","קַיִן II","qayin","Kain",,,,,,,,,,,,,,,,
2,"QJN==/","קַיִן III","qayin","Kajin",,,,,,,,,,,,,,,,
1,"QJN===/","קַיִן IV","qayin","Kajin",,,,,,,,,,,,,,,,
8,"QJN[","קין ","QYN",,,,"Leichenlied singen",,,,,,,,,,,,,
18,"QJNH/","קִינָה I","qînāʰ","Leichenlied",,,,,,,,,,,,,,,,
1,"QJNH=/","קִינָה II","qînāʰ","Kina",,,,,,,,,,,,,,,,
12,"QJNJ/","קֵינִי ","qênî","Keniter",,,,,,,,,,,,,,,,
6,"QJNN/","קֵינָן ","qênān","Kenan",,,,,,,,,,,,,,,,
20,"QJY/","קַיִץ ","qayiṣ","Sommer; Sommerobst",,,,,,,,,,,,,,,,
22,"QJY[","קיץ ","QYṢ",,"übersommern",,,,,"aufwachen",,,,,,,,,,
4,"QJYWN/","קִיצֹון ","qîṣôn","äußerste",,,,,,,,,,,,,,,,
5,"QJQJWN/","קִיקָיֹון ","qîqāyôn","<Pflanze>, Rizinus?",,,,,,,,,,,,,,,,
1,"QJQLWN/","קִיקָלֹון ","qîqālôn","Schande",,,,,,,,,,,,,,,,
74,"QJR/","קִיר I","qîr","Wand, Mauer",,,,,,,,,,,,,,,,
4,"QJR=/","קִיר II","qîr","Kir",,,,,,,,,,,,,,,,
3,"QJR_XRF/","קִיר חֶרֶשׂ ","qîr ḥereś","Kir-Heres",,,,,,,,,,,,,,,,
2,"QJR_XRFT/","קִיר חֲרָשֶׂת ","qîr ḥᵃrāśet","Kir-Heres",,,,,,,,,,,,,,,,
1,"QJR_MW>B/","קִיר מֹואָב ","qîr môʔāv","Kir-Moab",,,,,,,,,,,,,,,,
2,"QJRS/","קֵירֹס ","qêrōs","Keros",,,,,,,,,,,,,,,,
21,"QJC/","קִישׁ ","qîš","Kisch",,,,,,,,,,,,,,,,
6,"QJCWN/","קִישֹׁון ","qîšôn","Kischon",,,,,,,,,,,,,,,,
1,"QJCJ/","קִישִׁי ","qîšî","Kischi",,,,,,,,,,,,,,,,
13,"QL/","קַל I","qal","leicht; behänd; schnell",,,,,,,,,,,,,,,,
1,"QL=/","קֹל II","qōl","Leichtfertigkeit",,,,,,,,,,,,,,,,
6,"QLH=[","קלה II","QLH",,,"verächtlich werden",,,,"verächtlich behandeln",,,,,,,,,,
4,"QLH[","קלה I","QLH",,"rösten","Brand",,,,,,,,,,,,,,
17,"QLWN/","קָלֹון ","qālôn","Schande",,,,,,,,,,,,,,,,
2,"QLXT/","קַלַּחַת ","qallaḥat","Kessel",,,,,,,,,,,,,,,,
1,"QLV[","קלט ","QLṬ",,"mangelhaft?; mit verkürztem Schwanz?",,,,,,,,,,,,,,,
6,"QLJ/","קָלִי I","qālî","Röstkorn",,,,,,,,,,,,,,,,
1,"QLJ=/","קַלָּי II","qallāʸ","Kallai",,,,,,,,,,,,,,,,
1,"QLJH/","קֵלָיָה ","qēlāyāʰ","Kelaja",,,,,,,,,,,,,,,,
3,"QLJV>/","קְלִיטָא ","qᵊlîṭāˀ","Kelita",,,,,,,,,,,,,,,,
2,"QLL/","קָלָל ","qālāl","glatt",,,,,,,,,,,,,,,,
82,"QLL[","קלל ","QLL",,"leicht, klein, gering sein; schnell sein","sich schnell, gering, leicht erweisen; sich erniedrigen","schärfen; schütteln","als verflucht bezeichnet werden","leicht, klein, gering sein; schnell sein","leicht machen; als verächtlich behandeln",,,,,,,,,,
33,"QLLH/","קְלָלָה ","qᵊlālāʰ","Fluch",,,,,,,,,,,,,,,,
3,"QLS/","קֶלֶס ","qeles","Spott",,,,,,,,,,,,,,,,
4,"QLS[","קלס ","QLS",,,,"verspotten",,"sich lustig machen",,,,,,,,,,,
1,"QLSH/","קַלָּסָה ","qallāsāʰ","Gespött",,,,,,,,,,,,,,,,
16,"QL</","קֶלַע I","qelaʕ","Vorhang",,,,,,,,,,,,,,,,
1,"QL<=/","קַלָּע II","qallāʕ","Schleuderer",,,,,,,,,,,,,,,,
6,"QL<==/","קֶלַע III","qelaʕ","Schleuder",,,,,,,,,,,,,,,,
3,"QL<=[","קלע II","QLʕ",,"schnitzen",,,,,,,,,,,,,,,
4,"QL<[","קלע I","QLʕ",,"schleudern",,"schleudern",,,,,,,,,,,,,
1,"QLQL/","קְלֹקֵל ","qᵊlōqēl","gering, ärmlich",,,,,,,,,,,,,,,,
1,"QLCWN/","קִלְּשֹׁון ","qillᵊšôn","Dreizack",,,,,,,,,,,,,,,,
10,"QMH/","קָמָה ","qāmāʰ","auf dem Halm stehendes Getreide",,,,,,,,,,,,,,,,
3,"QMW>L/","קְמוּאֵל ","qᵊmûʔēl","Kemuël",,,,,,,,,,,,,,,,
